district,school,students,grades,year,students_required_to_test_english,students_tested_english,pct_students_tested_english,students_below_expectations_english,students_at_above_expectations_english,pct_below_expectations_english,pct_at_above_expectations_english
RSU 33/MSAD 33,All Schools,All Students,All Grades,2021,111,108,97.3%,13,95,12.0%,88.0%
RSU 33/MSAD 33,All Schools,All Students,All Grades,2022,99,98,99.0%,12,86,12.2%,87.8%
RSU 33/MSAD 33,All Schools,All Students,All Grades,2023,96,94,97.9%,38,56,40.4%,59.6%
RSU 33/MSAD 33,All Schools,All Students,All Grades,2024,107,106,99.1%,30,76,28.3%,71.7%
RSU 33/MSAD 33,All Schools,All Students,All Grades,2025,105,105,100.0%,39,66,37.1%,62.9%
RSU 33/MSAD 33,All Schools,All Students,3,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,3,2022,12,12,100.0%,0,12,0.0%,100.0%
RSU 33/MSAD 33,All Schools,All Students,3,2023,16,15,93.8%,6,9,40.0%,60.0%
RSU 33/MSAD 33,All Schools,All Students,3,2024,23,23,100.0%,10,13,43.5%,56.5%
RSU 33/MSAD 33,All Schools,All Students,3,2025,18,18,100.0%,10,8,55.6%,44.4%
RSU 33/MSAD 33,All Schools,All Students,4,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,4,2022,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,4,2023,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,4,2024,19,19,100.0%,7,12,36.8%,63.2%
RSU 33/MSAD 33,All Schools,All Students,4,2025,20,20,100.0%,7,13,35.0%,65.0%
RSU 33/MSAD 33,All Schools,All Students,5,2021,10,10,100.0%,0,10,0.0%,100.0%
RSU 33/MSAD 33,All Schools,All Students,5,2022,25,25,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,5,2023,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,5,2024,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,5,2025,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,6,2021,20,18,90.0%,0,18,0.0%,100.0%
RSU 33/MSAD 33,All Schools,All Students,6,2022,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,6,2023,24,24,100.0%,6,18,25.0%,75.0%
RSU 33/MSAD 33,All Schools,All Students,6,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,6,2025,15,15,100.0%,6,9,40.0%,60.0%
RSU 33/MSAD 33,All Schools,All Students,7,2021,21,21,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,7,2022,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,7,2023,13,13,100.0%,6,7,46.2%,53.8%
RSU 33/MSAD 33,All Schools,All Students,7,2024,23,23,100.0%,5,18,21.7%,78.3%
RSU 33/MSAD 33,All Schools,All Students,7,2025,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,8,2021,18,17,94.4%,5,12,29.4%,70.6%
RSU 33/MSAD 33,All Schools,All Students,8,2022,19,18,94.7%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,8,2023,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,8,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,8,2025,22,22,100.0%,9,13,40.9%,59.1%
RSU 33/MSAD 33,All Schools,All Students,High School,2021,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,High School,2022,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,High School,2023,17,16,94.1%,10,6,62.5%,37.5%
RSU 33/MSAD 33,All Schools,All Students,High School,2024,21,20,95.2%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,All Schools,All Students,High School,2025,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,All Grades,2021,67,65,97.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,All Grades,2022,61,61,100.0%,5,56,8.2%,91.8%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,All Grades,2023,66,65,98.5%,19,46,29.2%,70.8%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,All Grades,2024,56,56,100.0%,19,37,33.9%,66.1%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,All Grades,2025,56,56,100.0%,20,36,35.7%,64.3%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,3,2021,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,3,2022,12,12,100.0%,0,12,0.0%,100.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,3,2023,16,15,93.8%,6,9,40.0%,60.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,3,2024,23,23,100.0%,10,13,43.5%,56.5%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,3,2025,18,18,100.0%,10,8,55.6%,44.4%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,4,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,4,2022,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,4,2023,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,4,2024,19,19,100.0%,7,12,36.8%,63.2%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,4,2025,20,20,100.0%,7,13,35.0%,65.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,5,2021,10,10,100.0%,0,10,0.0%,100.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,5,2022,25,25,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,5,2023,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,5,2024,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,5,2025,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,6,2021,20,18,90.0%,0,18,0.0%,100.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,6,2022,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Dr Levesque Elementary School,All Students,6,2023,24,24,100.0%,6,18,25.0%,75.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,All Grades,2021,58,57,98.3%,11,46,19.3%,80.7%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,All Grades,2022,53,52,98.1%,8,44,15.4%,84.6%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,All Grades,2023,43,42,97.7%,20,22,47.6%,52.4%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,All Grades,2024,66,65,98.5%,15,50,23.1%,76.9%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,All Grades,2025,60,60,100.0%,21,39,35.0%,65.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,6,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,6,2025,15,15,100.0%,6,9,40.0%,60.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,7,2021,21,21,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,7,2022,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,7,2023,13,13,100.0%,6,7,46.2%,53.8%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,7,2024,23,23,100.0%,5,18,21.7%,78.3%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,7,2025,12,12,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,8,2021,18,17,94.4%,5,12,29.4%,70.6%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,8,2022,19,18,94.7%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,8,2023,13,13,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,8,2024,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,8,2025,22,22,100.0%,9,13,40.9%,59.1%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,High School,2021,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,High School,2022,18,18,100.0%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,High School,2023,17,16,94.1%,10,6,62.5%,37.5%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,High School,2024,21,20,95.2%,-1,-1,-1.0%,-1.0%
RSU 33/MSAD 33,Wisdom Middle High School,All Students,High School,2025,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,All Schools,All Students,All Grades,2021,675,621,92.0%,108,513,17.4%,82.6%
RSU 34,All Schools,All Students,All Grades,2022,649,617,95.1%,114,503,18.5%,81.5%
RSU 34,All Schools,All Students,All Grades,2023,660,641,97.1%,278,363,43.4%,56.6%
RSU 34,All Schools,All Students,All Grades,2024,643,623,96.9%,267,356,42.9%,57.1%
RSU 34,All Schools,All Students,All Grades,2025,637,626,98.3%,251,375,40.1%,59.9%
RSU 34,All Schools,All Students,3,2021,87,87,100.0%,17,70,19.5%,80.5%
RSU 34,All Schools,All Students,3,2022,85,84,98.8%,21,63,25.0%,75.0%
RSU 34,All Schools,All Students,3,2023,94,93,98.9%,38,55,40.9%,59.1%
RSU 34,All Schools,All Students,3,2024,87,87,100.0%,38,49,43.7%,56.3%
RSU 34,All Schools,All Students,3,2025,92,92,100.0%,47,45,51.1%,48.9%
RSU 34,All Schools,All Students,4,2021,99,97,98.0%,16,81,16.5%,83.5%
RSU 34,All Schools,All Students,4,2022,88,88,100.0%,12,76,13.6%,86.4%
RSU 34,All Schools,All Students,4,2023,84,84,100.0%,34,50,40.5%,59.5%
RSU 34,All Schools,All Students,4,2024,96,95,99.0%,29,66,30.5%,69.5%
RSU 34,All Schools,All Students,4,2025,84,84,100.0%,30,54,35.7%,64.3%
RSU 34,All Schools,All Students,5,2021,95,94,98.9%,19,75,20.2%,79.8%
RSU 34,All Schools,All Students,5,2022,96,96,100.0%,22,74,22.9%,77.1%
RSU 34,All Schools,All Students,5,2023,87,87,100.0%,44,43,50.6%,49.4%
RSU 34,All Schools,All Students,5,2024,82,82,100.0%,40,42,48.8%,51.2%
RSU 34,All Schools,All Students,5,2025,95,95,100.0%,26,69,27.4%,72.6%
RSU 34,All Schools,All Students,6,2021,103,98,95.1%,26,72,26.5%,73.5%
RSU 34,All Schools,All Students,6,2022,94,91,96.8%,15,76,16.5%,83.5%
RSU 34,All Schools,All Students,6,2023,97,96,99.0%,46,50,47.9%,52.1%
RSU 34,All Schools,All Students,6,2024,87,86,98.9%,31,55,36.0%,64.0%
RSU 34,All Schools,All Students,6,2025,77,77,100.0%,30,47,39.0%,61.0%
RSU 34,All Schools,All Students,7,2021,108,98,90.7%,15,83,15.3%,84.7%
RSU 34,All Schools,All Students,7,2022,104,97,93.3%,26,71,26.8%,73.2%
RSU 34,All Schools,All Students,7,2023,97,94,96.9%,42,52,44.7%,55.3%
RSU 34,All Schools,All Students,7,2024,98,94,95.9%,42,52,44.7%,55.3%
RSU 34,All Schools,All Students,7,2025,88,88,100.0%,37,51,42.0%,58.0%
RSU 34,All Schools,All Students,8,2021,101,86,85.1%,12,74,14.0%,86.0%
RSU 34,All Schools,All Students,8,2022,108,100,92.6%,16,84,16.0%,84.0%
RSU 34,All Schools,All Students,8,2023,108,105,97.2%,45,60,42.9%,57.1%
RSU 34,All Schools,All Students,8,2024,92,87,94.6%,39,48,44.8%,55.2%
RSU 34,All Schools,All Students,8,2025,106,105,99.1%,48,57,45.7%,54.3%
RSU 34,All Schools,All Students,High School,2021,121,93,76.9%,-1,-1,-1.0%,-1.0%
RSU 34,All Schools,All Students,High School,2022,115,103,89.6%,7,96,6.8%,93.2%
RSU 34,All Schools,All Students,High School,2023,133,122,91.7%,50,72,41.0%,59.0%
RSU 34,All Schools,All Students,High School,2024,138,128,92.8%,65,63,50.8%,49.2%
RSU 34,All Schools,All Students,High School,2025,139,123,88.5%,48,75,39.0%,61.0%
RSU 34,Alton Elementary School,All Students,All Grades,2021,37,36,97.3%,6,30,16.7%,83.3%
RSU 34,Alton Elementary School,All Students,All Grades,2022,34,34,100.0%,5,29,14.7%,85.3%
RSU 34,Alton Elementary School,All Students,All Grades,2023,34,34,100.0%,9,25,26.5%,73.5%
RSU 34,Alton Elementary School,All Students,All Grades,2024,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,3,2021,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,3,2022,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,3,2023,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,3,2024,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,4,2021,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,4,2022,9,9,100.0%,0,9,0.0%,100.0%
RSU 34,Alton Elementary School,All Students,4,2023,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,5,2021,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,5,2022,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Alton Elementary School,All Students,5,2023,9,9,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Leonard Middle School,All Students,All Grades,2021,311,281,90.4%,55,226,19.6%,80.4%
RSU 34,Leonard Middle School,All Students,All Grades,2022,306,288,94.1%,57,231,19.8%,80.2%
RSU 34,Leonard Middle School,All Students,All Grades,2023,302,295,97.7%,133,162,45.1%,54.9%
RSU 34,Leonard Middle School,All Students,All Grades,2024,277,267,96.4%,112,155,41.9%,58.1%
RSU 34,Leonard Middle School,All Students,All Grades,2025,271,270,99.6%,115,155,42.6%,57.4%
RSU 34,Leonard Middle School,All Students,6,2021,103,98,95.1%,26,72,26.5%,73.5%
RSU 34,Leonard Middle School,All Students,6,2022,94,91,96.8%,15,76,16.5%,83.5%
RSU 34,Leonard Middle School,All Students,6,2023,97,96,99.0%,46,50,47.9%,52.1%
RSU 34,Leonard Middle School,All Students,6,2024,87,86,98.9%,31,55,36.0%,64.0%
RSU 34,Leonard Middle School,All Students,6,2025,77,77,100.0%,30,47,39.0%,61.0%
RSU 34,Leonard Middle School,All Students,7,2021,108,98,90.7%,15,83,15.3%,84.7%
RSU 34,Leonard Middle School,All Students,7,2022,104,97,93.3%,26,71,26.8%,73.2%
RSU 34,Leonard Middle School,All Students,7,2023,97,94,96.9%,42,52,44.7%,55.3%
RSU 34,Leonard Middle School,All Students,7,2024,98,94,95.9%,42,52,44.7%,55.3%
RSU 34,Leonard Middle School,All Students,7,2025,88,88,100.0%,37,51,42.0%,58.0%
RSU 34,Leonard Middle School,All Students,8,2021,101,86,85.1%,12,74,14.0%,86.0%
RSU 34,Leonard Middle School,All Students,8,2022,108,100,92.6%,16,84,16.0%,84.0%
RSU 34,Leonard Middle School,All Students,8,2023,108,105,97.2%,45,60,42.9%,57.1%
RSU 34,Leonard Middle School,All Students,8,2024,92,87,94.6%,39,48,44.8%,55.2%
RSU 34,Leonard Middle School,All Students,8,2025,106,105,99.1%,48,57,45.7%,54.3%
RSU 34,Old Town Elementary School,All Students,All Grades,2021,234,232,99.1%,40,192,17.2%,82.8%
RSU 34,Old Town Elementary School,All Students,All Grades,2022,224,223,99.6%,46,177,20.6%,79.4%
RSU 34,Old Town Elementary School,All Students,All Grades,2023,215,215,100.0%,100,115,46.5%,53.5%
RSU 34,Old Town Elementary School,All Students,All Grades,2024,255,254,99.6%,105,149,41.3%,58.7%
RSU 34,Old Town Elementary School,All Students,All Grades,2025,271,271,100.0%,103,168,38.0%,62.0%
RSU 34,Old Town Elementary School,All Students,3,2021,66,66,100.0%,9,57,13.6%,86.4%
RSU 34,Old Town Elementary School,All Students,3,2022,63,62,98.4%,15,47,24.2%,75.8%
RSU 34,Old Town Elementary School,All Students,3,2023,64,64,100.0%,27,37,42.2%,57.8%
RSU 34,Old Town Elementary School,All Students,3,2024,77,77,100.0%,36,41,46.8%,53.2%
RSU 34,Old Town Elementary School,All Students,3,2025,92,92,100.0%,47,45,51.1%,48.9%
RSU 34,Old Town Elementary School,All Students,4,2021,84,83,98.8%,14,69,16.9%,83.1%
RSU 34,Old Town Elementary School,All Students,4,2022,79,79,100.0%,12,67,15.2%,84.8%
RSU 34,Old Town Elementary School,All Students,4,2023,73,73,100.0%,32,41,43.8%,56.2%
RSU 34,Old Town Elementary School,All Students,4,2024,96,95,99.0%,29,66,30.5%,69.5%
RSU 34,Old Town Elementary School,All Students,4,2025,84,84,100.0%,30,54,35.7%,64.3%
RSU 34,Old Town Elementary School,All Students,5,2021,84,83,98.8%,17,66,20.5%,79.5%
RSU 34,Old Town Elementary School,All Students,5,2022,82,82,100.0%,19,63,23.2%,76.8%
RSU 34,Old Town Elementary School,All Students,5,2023,78,78,100.0%,41,37,52.6%,47.4%
RSU 34,Old Town Elementary School,All Students,5,2024,82,82,100.0%,40,42,48.8%,51.2%
RSU 34,Old Town Elementary School,All Students,5,2025,95,95,100.0%,26,69,27.4%,72.6%
RSU 34,Old Town High School,All Students,All Grades,2021,126,94,74.6%,-1,-1,-1.0%,-1.0%
RSU 34,Old Town High School,All Students,All Grades,2022,119,103,86.6%,7,96,6.8%,93.2%
RSU 34,Old Town High School,All Students,All Grades,2023,133,122,91.7%,50,72,41.0%,59.0%
RSU 34,Old Town High School,All Students,All Grades,2024,138,128,92.8%,65,63,50.8%,49.2%
RSU 34,Old Town High School,All Students,All Grades,2025,139,123,88.5%,48,75,39.0%,61.0%
RSU 34,Old Town High School,All Students,High School,2021,121,93,76.9%,-1,-1,-1.0%,-1.0%
RSU 34,Old Town High School,All Students,High School,2022,115,103,89.6%,7,96,6.8%,93.2%
RSU 34,Old Town High School,All Students,High School,2023,133,122,91.7%,50,72,41.0%,59.0%
RSU 34,Old Town High School,All Students,High School,2024,138,128,92.8%,65,63,50.8%,49.2%
RSU 34,Old Town High School,All Students,High School,2025,139,123,88.5%,48,75,39.0%,61.0%
RSU 34,Viola Rand School,All Students,All Grades,2021,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Viola Rand School,All Students,All Grades,2022,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Viola Rand School,All Students,All Grades,2023,16,15,93.8%,7,8,46.7%,53.3%
RSU 34,Viola Rand School,All Students,3,2021,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Viola Rand School,All Students,3,2022,11,11,100.0%,-1,-1,-1.0%,-1.0%
RSU 34,Viola Rand School,All Students,3,2023,16,15,93.8%,7,8,46.7%,53.3%
RSU 35/MSAD 35,All Schools,All Students,All Grades,2021,"1,028",986,95.9%,114,872,11.6%,88.4%
RSU 35/MSAD 35,All Schools,All Students,All Grades,2022,"1,030","1,005",97.6%,104,901,10.3%,89.7%
RSU 35/MSAD 35,All Schools,All Students,All Grades,2023,"1,081","1,055",97.6%,295,760,28.0%,72.0%
RSU 35/MSAD 35,All Schools,All Students,All Grades,2024,"1,049","1,040",99.1%,238,802,22.9%,77.1%
RSU 35/MSAD 35,All Schools,All Students,All Grades,2025,"1,096","1,082",98.7%,244,838,22.6%,77.4%
RSU 35/MSAD 35,All Schools,All Students,3,2021,142,139,97.9%,14,125,10.1%,89.9%
RSU 35/MSAD 35,All Schools,All Students,3,2022,140,140,100.0%,17,123,12.1%,87.9%
RSU 35/MSAD 35,All Schools,All Students,3,2023,142,141,99.3%,39,102,27.7%,72.3%
RSU 35/MSAD 35,All Schools,All Students,3,2024,122,122,100.0%,24,98,19.7%,80.3%
RSU 35/MSAD 35,All Schools,All Students,3,2025,151,151,100.0%,31,120,20.5%,79.5%
RSU 35/MSAD 35,All Schools,All Students,4,2021,155,153,98.7%,15,138,9.8%,90.2%
RSU 35/MSAD 35,All Schools,All Students,4,2022,149,146,98.0%,16,130,11.0%,89.0%
RSU 35/MSAD 35,All Schools,All Students,4,2023,144,143,99.3%,53,90,37.1%,62.9%
RSU 35/MSAD 35,All Schools,All Students,4,2024,146,146,100.0%,35,111,24.0%,76.0%
RSU 35/MSAD 35,All Schools,All Students,4,2025,132,132,100.0%,30,102,22.7%,77.3%
RSU 35/MSAD 35,All Schools,All Students,5,2021,138,136,98.6%,21,115,15.4%,84.6%
RSU 35/MSAD 35,All Schools,All Students,5,2022,144,142,98.6%,13,129,9.2%,90.8%
RSU 35/MSAD 35,All Schools,All Students,5,2023,151,148,98.0%,40,108,27.0%,73.0%
RSU 35/MSAD 35,All Schools,All Students,5,2024,149,149,100.0%,43,106,28.9%,71.1%
RSU 35/MSAD 35,All Schools,All Students,5,2025,148,147,99.3%,36,111,24.5%,75.5%
RSU 35/MSAD 35,All Schools,All Students,6,2021,150,144,96.0%,11,133,7.6%,92.4%
RSU 35/MSAD 35,All Schools,All Students,6,2022,141,141,100.0%,17,124,12.1%,87.9%
RSU 35/MSAD 35,All Schools,All Students,6,2023,142,139,97.9%,35,104,25.2%,74.8%
RSU 35/MSAD 35,All Schools,All Students,6,2024,145,143,98.6%,22,121,15.4%,84.6%
RSU 35/MSAD 35,All Schools,All Students,6,2025,146,143,97.9%,29,114,20.3%,79.7%
RSU 35/MSAD 35,All Schools,All Students,7,2021,144,139,96.5%,16,123,11.5%,88.5%
RSU 35/MSAD 35,All Schools,All Students,7,2022,146,146,100.0%,6,140,4.1%,95.9%
RSU 35/MSAD 35,All Schools,All Students,7,2023,154,150,97.4%,46,104,30.7%,69.3%
RSU 35/MSAD 35,All Schools,All Students,7,2024,166,164,98.8%,32,132,19.5%,80.5%
RSU 35/MSAD 35,All Schools,All Students,7,2025,172,169,98.3%,23,146,13.6%,86.4%
RSU 35/MSAD 35,All Schools,All Students,8,2021,144,135,93.8%,5,130,3.7%,96.3%
RSU 35/MSAD 35,All Schools,All Students,8,2022,148,146,98.6%,19,127,13.0%,87.0%
RSU 35/MSAD 35,All Schools,All Students,8,2023,169,165,97.6%,51,114,30.9%,69.1%
RSU 35/MSAD 35,All Schools,All Students,8,2024,153,153,100.0%,46,107,30.1%,69.9%
RSU 35/MSAD 35,All Schools,All Students,8,2025,170,169,99.4%,65,104,38.5%,61.5%
RSU 35/MSAD 35,All Schools,All Students,High School,2021,150,137,91.3%,27,110,19.7%,80.3%
RSU 35/MSAD 35,All Schools,All Students,High School,2022,153,139,90.8%,14,125,10.1%,89.9%
RSU 35/MSAD 35,All Schools,All Students,High School,2023,172,167,97.1%,29,138,17.4%,82.6%
RSU 35/MSAD 35,All Schools,All Students,High School,2024,158,157,99.4%,31,126,19.7%,80.3%
RSU 35/MSAD 35,All Schools,All Students,High School,2025,171,165,96.5%,24,141,14.5%,85.5%
RSU 35/MSAD 35,Central School,All Students,All Grades,2021,73,70,95.9%,7,63,10.0%,90.0%
RSU 35/MSAD 35,Central School,All Students,All Grades,2022,74,74,100.0%,9,65,12.2%,87.8%
RSU 35/MSAD 35,Central School,All Students,All Grades,2023,73,73,100.0%,21,52,28.8%,71.2%
RSU 35/MSAD 35,Central School,All Students,All Grades,2024,79,79,100.0%,18,61,22.8%,77.2%
RSU 35/MSAD 35,Central School,All Students,All Grades,2025,87,87,100.0%,24,63,27.6%,72.4%
RSU 35/MSAD 35,Central School,All Students,3,2021,73,70,95.9%,7,63,10.0%,90.0%
RSU 35/MSAD 35,Central School,All Students,3,2022,74,74,100.0%,9,65,12.2%,87.8%
RSU 35/MSAD 35,Central School,All Students,3,2023,73,73,100.0%,21,52,28.8%,71.2%
RSU 35/MSAD 35,Central School,All Students,3,2024,79,79,100.0%,18,61,22.8%,77.2%
RSU 35/MSAD 35,Central School,All Students,3,2025,87,87,100.0%,24,63,27.6%,72.4%
RSU 35/MSAD 35,Eliot Elementary School,All Students,All Grades,2021,69,69,100.0%,7,62,10.1%,89.9%
RSU 35/MSAD 35,Eliot Elementary School,All Students,All Grades,2022,66,66,100.0%,8,58,12.1%,87.9%
RSU 35/MSAD 35,Eliot Elementary School,All Students,All Grades,2023,69,68,98.6%,18,50,26.5%,73.5%
RSU 35/MSAD 35,Eliot Elementary School,All Students,All Grades,2024,43,43,100.0%,6,37,14.0%,86.0%
RSU 35/MSAD 35,Eliot Elementary School,All Students,All Grades,2025,64,64,100.0%,7,57,10.9%,89.1%
RSU 35/MSAD 35,Eliot Elementary School,All Students,3,2021,69,69,100.0%,7,62,10.1%,89.9%
RSU 35/MSAD 35,Eliot Elementary School,All Students,3,2022,66,66,100.0%,8,58,12.1%,87.9%
RSU 35/MSAD 35,Eliot Elementary School,All Students,3,2023,69,68,98.6%,18,50,26.5%,73.5%
RSU 35/MSAD 35,Eliot Elementary School,All Students,3,2024,43,43,100.0%,6,37,14.0%,86.0%
RSU 35/MSAD 35,Eliot Elementary School,All Students,3,2025,64,64,100.0%,7,57,10.9%,89.1%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,All Grades,2021,294,290,98.6%,36,254,12.4%,87.6%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,All Grades,2022,293,289,98.6%,29,260,10.0%,90.0%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,All Grades,2023,295,291,98.6%,93,198,32.0%,68.0%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,All Grades,2024,295,295,100.0%,78,217,26.4%,73.6%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,All Grades,2025,280,279,99.6%,66,213,23.7%,76.3%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,4,2021,155,153,98.7%,15,138,9.8%,90.2%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,4,2022,149,146,98.0%,16,130,11.0%,89.0%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,4,2023,144,143,99.3%,53,90,37.1%,62.9%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,4,2024,146,146,100.0%,35,111,24.0%,76.0%
RSU 35/MSAD 35,Marshwood Great Works School,All Students,4,2025,132,132,100.0%,30,102,22.7%,77.3%
