district,school,students,grades,year,students_required_to_test_english,students_tested_english,pct_students_tested_english,students_below_expectations_english,students_at_above_expectations_english,pct_below_expectations_english,pct_at_above_expectations_english
RSU 29/MSAD 29,Houlton Southside School,All Students,4,2024,104,103,99.0%,45,58,43.7%,56.3%
RSU 29/MSAD 29,Houlton Southside School,All Students,4,2025,77,76,98.7%,21,55,27.6%,72.4%
RSU 29/MSAD 29,Houlton Southside School,All Students,5,2021,107,107,100.0%,17,90,15.9%,84.1%
RSU 29/MSAD 29,Houlton Southside School,All Students,5,2022,93,92,98.9%,21,71,22.8%,77.2%
RSU 29/MSAD 29,Houlton Southside School,All Students,5,2023,94,93,98.9%,25,68,26.9%,73.1%
RSU 29/MSAD 29,Houlton Southside School,All Students,5,2024,101,101,100.0%,21,80,20.8%,79.2%
RSU 29/MSAD 29,Houlton Southside School,All Students,5,2025,107,106,99.1%,48,58,45.3%,54.7%
RSU 29/MSAD 29,Houlton Southside School,All Students,6,2025,98,95,96.9%,18,77,18.9%,81.1%
RSU 30/MSAD 30,All Schools,All Students,All Grades,2021,100,87,87.0%,10,77,11.5%,88.5%
RSU 30/MSAD 30,All Schools,All Students,All Grades,2022,111,104,93.7%,20,84,19.2%,80.8%
RSU 30/MSAD 30,All Schools,All Students,All Grades,2023,119,112,94.1%,35,77,31.3%,68.8%
RSU 30/MSAD 30,All Schools,All Students,All Grades,2024,109,103,94.5%,45,58,43.7%,56.3%
RSU 30/MSAD 30,All Schools,All Students,All Grades,2025,108,106,98.1%,38,68,35.8%,64.2%
RSU 30/MSAD 30,All Schools,All Students,3,2021,14,13,92.9%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,3,2022,19,17,89.5%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,3,2023,19,17,89.5%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,3,2024,14,13,92.9%,8,5,61.5%,38.5%
RSU 30/MSAD 30,All Schools,All Students,3,2025,18,18,100.0%,7,11,38.9%,61.1%
RSU 30/MSAD 30,All Schools,All Students,4,2021,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,4,2022,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,4,2023,21,19,90.5%,11,8,57.9%,42.1%
RSU 30/MSAD 30,All Schools,All Students,4,2024,18,18,100.0%,10,8,55.6%,44.4%
RSU 30/MSAD 30,All Schools,All Students,4,2025,12,12,100.0%,7,5,58.3%,41.7%
RSU 30/MSAD 30,All Schools,All Students,5,2021,16,15,93.8%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,5,2022,19,18,94.7%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,5,2023,18,18,100.0%,7,11,38.9%,61.1%
RSU 30/MSAD 30,All Schools,All Students,5,2024,21,19,90.5%,5,14,26.3%,73.7%
RSU 30/MSAD 30,All Schools,All Students,5,2025,20,20,100.0%,7,13,35.0%,65.0%
RSU 30/MSAD 30,All Schools,All Students,6,2021,24,23,95.8%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,6,2022,21,20,95.2%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,6,2023,18,17,94.4%,6,11,35.3%,64.7%
RSU 30/MSAD 30,All Schools,All Students,6,2024,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,6,2025,23,23,100.0%,8,15,34.8%,65.2%
RSU 30/MSAD 30,All Schools,All Students,7,2021,19,17,89.5%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,7,2022,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,7,2023,18,18,100.0%,6,12,33.3%,66.7%
RSU 30/MSAD 30,All Schools,All Students,7,2024,21,20,95.2%,6,14,30.0%,70.0%
RSU 30/MSAD 30,All Schools,All Students,7,2025,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,8,2021,17,15,88.2%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,All Schools,All Students,8,2022,21,19,90.5%,5,14,26.3%,73.7%
RSU 30/MSAD 30,All Schools,All Students,8,2023,21,21,100.0%,6,15,28.6%,71.4%
RSU 30/MSAD 30,All Schools,All Students,8,2024,17,17,100.0%,8,9,47.1%,52.9%
RSU 30/MSAD 30,All Schools,All Students,8,2025,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Lee/Winn School,All Students,All Grades,2021,29,28,96.6%,6,22,21.4%,78.6%
RSU 30/MSAD 30,Lee/Winn School,All Students,All Grades,2022,35,33,94.3%,5,28,15.2%,84.8%
RSU 30/MSAD 30,Lee/Winn School,All Students,All Grades,2023,40,36,90.0%,14,22,38.9%,61.1%
RSU 30/MSAD 30,Lee/Winn School,All Students,All Grades,2024,32,31,96.9%,18,13,58.1%,41.9%
RSU 30/MSAD 30,Lee/Winn School,All Students,All Grades,2025,30,30,100.0%,14,16,46.7%,53.3%
RSU 30/MSAD 30,Lee/Winn School,All Students,3,2021,14,13,92.9%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Lee/Winn School,All Students,3,2022,19,17,89.5%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Lee/Winn School,All Students,3,2023,19,17,89.5%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Lee/Winn School,All Students,3,2024,14,13,92.9%,8,5,61.5%,38.5%
RSU 30/MSAD 30,Lee/Winn School,All Students,3,2025,18,18,100.0%,7,11,38.9%,61.1%
RSU 30/MSAD 30,Lee/Winn School,All Students,4,2021,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Lee/Winn School,All Students,4,2022,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Lee/Winn School,All Students,4,2023,21,19,90.5%,11,8,57.9%,42.1%
RSU 30/MSAD 30,Lee/Winn School,All Students,4,2024,18,18,100.0%,10,8,55.6%,44.4%
RSU 30/MSAD 30,Lee/Winn School,All Students,4,2025,12,12,100.0%,7,5,58.3%,41.7%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,All Grades,2021,76,72,94.7%,6,66,8.3%,91.7%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,All Grades,2022,84,80,95.2%,15,65,18.8%,81.3%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,All Grades,2023,75,74,98.7%,25,49,33.8%,66.2%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,All Grades,2024,74,71,95.9%,23,48,32.4%,67.6%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,All Grades,2025,72,71,98.6%,21,50,29.6%,70.4%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,5,2021,16,15,93.8%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,5,2022,19,18,94.7%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,5,2023,18,18,100.0%,7,11,38.9%,61.1%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,5,2024,21,19,90.5%,5,14,26.3%,73.7%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,5,2025,20,20,100.0%,7,13,35.0%,65.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,6,2021,24,23,95.8%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,6,2022,21,20,95.2%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,6,2023,18,17,94.4%,6,11,35.3%,64.7%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,6,2024,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,6,2025,23,23,100.0%,8,15,34.8%,65.2%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,7,2021,19,17,89.5%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,7,2022,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,7,2023,18,18,100.0%,6,12,33.3%,66.7%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,7,2024,21,20,95.2%,6,14,30.0%,70.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,7,2025,14,14,100.0%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,8,2021,17,15,88.2%,-1,-1,-1.0%,-1.0%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,8,2022,21,19,90.5%,5,14,26.3%,73.7%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,8,2023,21,21,100.0%,6,15,28.6%,71.4%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,8,2024,17,17,100.0%,8,9,47.1%,52.9%
RSU 30/MSAD 30,Mt Jefferson Jr High School,All Students,8,2025,15,14,93.3%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,All Grades,2021,181,177,97.8%,24,153,13.6%,86.4%
RSU 31/MSAD 31,All Schools,All Students,All Grades,2022,194,191,98.5%,25,166,13.1%,86.9%
RSU 31/MSAD 31,All Schools,All Students,All Grades,2023,181,179,98.9%,65,114,36.3%,63.7%
RSU 31/MSAD 31,All Schools,All Students,All Grades,2024,195,190,97.4%,57,133,30.0%,70.0%
RSU 31/MSAD 31,All Schools,All Students,All Grades,2025,184,179,97.3%,79,100,44.1%,55.9%
RSU 31/MSAD 31,All Schools,All Students,3,2021,31,31,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,3,2022,33,33,100.0%,8,25,24.2%,75.8%
RSU 31/MSAD 31,All Schools,All Students,3,2023,27,27,100.0%,13,14,48.1%,51.9%
RSU 31/MSAD 31,All Schools,All Students,3,2024,30,30,100.0%,15,15,50.0%,50.0%
RSU 31/MSAD 31,All Schools,All Students,3,2025,28,27,96.4%,18,9,66.7%,33.3%
RSU 31/MSAD 31,All Schools,All Students,4,2021,22,22,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,4,2022,38,38,100.0%,6,32,15.8%,84.2%
RSU 31/MSAD 31,All Schools,All Students,4,2023,36,35,97.2%,13,22,37.1%,62.9%
RSU 31/MSAD 31,All Schools,All Students,4,2024,28,27,96.4%,10,17,37.0%,63.0%
RSU 31/MSAD 31,All Schools,All Students,4,2025,35,35,100.0%,22,13,62.9%,37.1%
RSU 31/MSAD 31,All Schools,All Students,5,2021,32,32,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,5,2022,25,25,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,5,2023,37,36,97.3%,8,28,22.2%,77.8%
RSU 31/MSAD 31,All Schools,All Students,5,2024,36,36,100.0%,10,26,27.8%,72.2%
RSU 31/MSAD 31,All Schools,All Students,5,2025,30,30,100.0%,11,19,36.7%,63.3%
RSU 31/MSAD 31,All Schools,All Students,6,2021,26,23,88.5%,5,18,21.7%,78.3%
RSU 31/MSAD 31,All Schools,All Students,6,2022,35,34,97.1%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,6,2023,24,23,95.8%,6,17,26.1%,73.9%
RSU 31/MSAD 31,All Schools,All Students,6,2024,33,33,100.0%,6,27,18.2%,81.8%
RSU 31/MSAD 31,All Schools,All Students,6,2025,38,38,100.0%,8,30,21.1%,78.9%
RSU 31/MSAD 31,All Schools,All Students,7,2021,36,35,97.2%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,7,2022,25,25,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,7,2023,38,38,100.0%,11,27,28.9%,71.1%
RSU 31/MSAD 31,All Schools,All Students,7,2024,25,24,96.0%,7,17,29.2%,70.8%
RSU 31/MSAD 31,All Schools,All Students,7,2025,35,35,100.0%,16,19,45.7%,54.3%
RSU 31/MSAD 31,All Schools,All Students,8,2021,30,30,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,8,2022,40,39,97.5%,6,33,15.4%,84.6%
RSU 31/MSAD 31,All Schools,All Students,8,2023,26,26,100.0%,14,12,53.8%,46.2%
RSU 31/MSAD 31,All Schools,All Students,8,2024,37,36,97.3%,9,27,25.0%,75.0%
RSU 31/MSAD 31,All Schools,All Students,8,2025,29,28,96.6%,13,15,46.4%,53.6%
RSU 31/MSAD 31,All Schools,All Students,High School,2021,37,35,94.6%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,High School,2022,28,27,96.4%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,All Schools,All Students,High School,2023,29,29,100.0%,11,18,37.9%,62.1%
RSU 31/MSAD 31,All Schools,All Students,High School,2024,36,34,94.4%,8,26,23.5%,76.5%
RSU 31/MSAD 31,All Schools,All Students,High School,2025,26,23,88.5%,13,10,56.5%,43.5%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,All Grades,2021,85,85,100.0%,15,70,17.6%,82.4%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,All Grades,2022,96,96,100.0%,18,78,18.8%,81.3%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,All Grades,2023,100,98,98.0%,34,64,34.7%,65.3%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,All Grades,2024,94,93,98.9%,35,58,37.6%,62.4%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,All Grades,2025,93,92,98.9%,51,41,55.4%,44.6%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,3,2021,31,31,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,3,2022,33,33,100.0%,8,25,24.2%,75.8%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,3,2023,27,27,100.0%,13,14,48.1%,51.9%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,3,2024,30,30,100.0%,15,15,50.0%,50.0%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,3,2025,28,27,96.4%,18,9,66.7%,33.3%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,4,2021,22,22,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,4,2022,38,38,100.0%,6,32,15.8%,84.2%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,4,2023,36,35,97.2%,13,22,37.1%,62.9%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,4,2024,28,27,96.4%,10,17,37.0%,63.0%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,4,2025,35,35,100.0%,22,13,62.9%,37.1%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,5,2021,32,32,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,5,2022,25,25,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,5,2023,37,36,97.3%,8,28,22.2%,77.8%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,5,2024,36,36,100.0%,10,26,27.8%,72.2%
RSU 31/MSAD 31,Enfield Station Elementary School,All Students,5,2025,30,30,100.0%,11,19,36.7%,63.3%
RSU 31/MSAD 31,Hichborn Middle School,All Students,All Grades,2021,92,88,95.7%,13,75,14.8%,85.2%
RSU 31/MSAD 31,Hichborn Middle School,All Students,All Grades,2022,100,98,98.0%,13,85,13.3%,86.7%
RSU 31/MSAD 31,Hichborn Middle School,All Students,All Grades,2023,88,87,98.9%,31,56,35.6%,64.4%
RSU 31/MSAD 31,Hichborn Middle School,All Students,All Grades,2024,95,93,97.9%,22,71,23.7%,76.3%
RSU 31/MSAD 31,Hichborn Middle School,All Students,All Grades,2025,102,101,99.0%,37,64,36.6%,63.4%
RSU 31/MSAD 31,Hichborn Middle School,All Students,6,2021,26,23,88.5%,5,18,21.7%,78.3%
RSU 31/MSAD 31,Hichborn Middle School,All Students,6,2022,35,34,97.1%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Hichborn Middle School,All Students,6,2023,24,23,95.8%,6,17,26.1%,73.9%
RSU 31/MSAD 31,Hichborn Middle School,All Students,6,2024,33,33,100.0%,6,27,18.2%,81.8%
RSU 31/MSAD 31,Hichborn Middle School,All Students,6,2025,38,38,100.0%,8,30,21.1%,78.9%
RSU 31/MSAD 31,Hichborn Middle School,All Students,7,2021,36,35,97.2%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Hichborn Middle School,All Students,7,2022,25,25,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Hichborn Middle School,All Students,7,2023,38,38,100.0%,11,27,28.9%,71.1%
RSU 31/MSAD 31,Hichborn Middle School,All Students,7,2024,25,24,96.0%,7,17,29.2%,70.8%
RSU 31/MSAD 31,Hichborn Middle School,All Students,7,2025,35,35,100.0%,16,19,45.7%,54.3%
RSU 31/MSAD 31,Hichborn Middle School,All Students,8,2021,30,30,100.0%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Hichborn Middle School,All Students,8,2022,40,39,97.5%,6,33,15.4%,84.6%
RSU 31/MSAD 31,Hichborn Middle School,All Students,8,2023,26,26,100.0%,14,12,53.8%,46.2%
RSU 31/MSAD 31,Hichborn Middle School,All Students,8,2024,37,36,97.3%,9,27,25.0%,75.0%
RSU 31/MSAD 31,Hichborn Middle School,All Students,8,2025,29,28,96.6%,13,15,46.4%,53.6%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,All Grades,2021,37,35,94.6%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,All Grades,2022,28,27,96.4%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,All Grades,2023,29,29,100.0%,11,18,37.9%,62.1%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,All Grades,2024,36,34,94.4%,8,26,23.5%,76.5%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,All Grades,2025,26,23,88.5%,13,10,56.5%,43.5%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,High School,2021,37,35,94.6%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,High School,2022,28,27,96.4%,-1,-1,-1.0%,-1.0%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,High School,2023,29,29,100.0%,11,18,37.9%,62.1%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,High School,2024,36,34,94.4%,8,26,23.5%,76.5%
RSU 31/MSAD 31,Penobscot Valley High School,All Students,High School,2025,26,23,88.5%,13,10,56.5%,43.5%
RSU 32/MSAD 32,All Schools,All Students,All Grades,2021,121,115,95.0%,17,98,14.8%,85.2%
RSU 32/MSAD 32,All Schools,All Students,All Grades,2022,104,100,96.2%,14,86,14.0%,86.0%
RSU 32/MSAD 32,All Schools,All Students,All Grades,2023,88,86,97.7%,21,65,24.4%,75.6%
RSU 32/MSAD 32,All Schools,All Students,All Grades,2024,104,100,96.2%,31,69,31.0%,69.0%
RSU 32/MSAD 32,All Schools,All Students,All Grades,2025,99,98,99.0%,29,69,29.6%,70.4%
RSU 32/MSAD 32,All Schools,All Students,3,2021,17,17,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,3,2022,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,3,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,3,2024,20,19,95.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,3,2025,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,4,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,4,2022,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,4,2023,20,20,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,4,2024,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,4,2025,20,20,100.0%,8,12,40.0%,60.0%
RSU 32/MSAD 32,All Schools,All Students,5,2021,20,17,85.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,5,2022,22,22,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,5,2023,14,14,100.0%,0,14,0.0%,100.0%
RSU 32/MSAD 32,All Schools,All Students,5,2024,18,17,94.4%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,5,2025,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,6,2021,20,19,95.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,6,2022,18,16,88.9%,0,16,0.0%,100.0%
RSU 32/MSAD 32,All Schools,All Students,6,2023,24,24,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,6,2024,16,16,100.0%,5,11,31.3%,68.8%
RSU 32/MSAD 32,All Schools,All Students,6,2025,24,23,95.8%,7,16,30.4%,69.6%
RSU 32/MSAD 32,All Schools,All Students,7,2021,26,25,96.2%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,7,2022,16,15,93.8%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,7,2023,17,16,94.1%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,7,2024,25,24,96.0%,5,19,20.8%,79.2%
RSU 32/MSAD 32,All Schools,All Students,7,2025,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,8,2021,18,17,94.4%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,8,2022,23,23,100.0%,5,18,21.7%,78.3%
RSU 32/MSAD 32,All Schools,All Students,8,2023,15,14,93.3%,6,8,42.9%,57.1%
RSU 32/MSAD 32,All Schools,All Students,8,2024,17,16,94.1%,8,8,50.0%,50.0%
RSU 32/MSAD 32,All Schools,All Students,8,2025,23,23,100.0%,6,17,26.1%,73.9%
RSU 32/MSAD 32,All Schools,All Students,High School,2021,18,17,94.4%,5,12,29.4%,70.6%
RSU 32/MSAD 32,All Schools,All Students,High School,2022,18,17,94.4%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,All Schools,All Students,High School,2023,15,15,100.0%,6,9,40.0%,60.0%
RSU 32/MSAD 32,All Schools,All Students,High School,2024,22,22,100.0%,10,12,45.5%,54.5%
RSU 32/MSAD 32,All Schools,All Students,High School,2025,13,13,100.0%,6,7,46.2%,53.8%
RSU 32/MSAD 32,Ashland District School,All Students,All Grades,2021,142,135,95.1%,19,116,14.1%,85.9%
RSU 32/MSAD 32,Ashland District School,All Students,All Grades,2022,131,127,96.9%,15,112,11.8%,88.2%
RSU 32/MSAD 32,Ashland District School,All Students,All Grades,2023,112,110,98.2%,27,83,24.5%,75.5%
RSU 32/MSAD 32,Ashland District School,All Students,All Grades,2024,125,121,96.8%,35,86,28.9%,71.1%
RSU 32/MSAD 32,Ashland District School,All Students,All Grades,2025,121,120,99.2%,37,83,30.8%,69.2%
RSU 32/MSAD 32,Ashland District School,All Students,3,2021,17,17,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,3,2022,19,19,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,3,2023,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,3,2024,20,19,95.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,3,2025,16,16,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,4,2021,23,23,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,4,2022,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,4,2023,20,20,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,4,2024,7,7,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,4,2025,20,20,100.0%,8,12,40.0%,60.0%
RSU 32/MSAD 32,Ashland District School,All Students,5,2021,20,17,85.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,5,2022,22,22,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,5,2023,14,14,100.0%,0,14,0.0%,100.0%
RSU 32/MSAD 32,Ashland District School,All Students,5,2024,18,17,94.4%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,5,2025,10,10,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,6,2021,20,19,95.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,6,2022,18,16,88.9%,0,16,0.0%,100.0%
RSU 32/MSAD 32,Ashland District School,All Students,6,2023,24,24,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,6,2024,16,16,100.0%,5,11,31.3%,68.8%
RSU 32/MSAD 32,Ashland District School,All Students,6,2025,24,23,95.8%,7,16,30.4%,69.6%
RSU 32/MSAD 32,Ashland District School,All Students,7,2021,26,25,96.2%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,7,2022,16,15,93.8%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,7,2023,17,16,94.1%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,7,2024,25,24,96.0%,5,19,20.8%,79.2%
RSU 32/MSAD 32,Ashland District School,All Students,7,2025,15,15,100.0%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,8,2021,18,17,94.4%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,8,2022,23,23,100.0%,5,18,21.7%,78.3%
RSU 32/MSAD 32,Ashland District School,All Students,8,2023,15,14,93.3%,6,8,42.9%,57.1%
RSU 32/MSAD 32,Ashland District School,All Students,8,2024,17,16,94.1%,8,8,50.0%,50.0%
RSU 32/MSAD 32,Ashland District School,All Students,8,2025,23,23,100.0%,6,17,26.1%,73.9%
RSU 32/MSAD 32,Ashland District School,All Students,High School,2021,18,17,94.4%,5,12,29.4%,70.6%
RSU 32/MSAD 32,Ashland District School,All Students,High School,2022,18,17,94.4%,-1,-1,-1.0%,-1.0%
RSU 32/MSAD 32,Ashland District School,All Students,High School,2023,15,15,100.0%,6,9,40.0%,60.0%
RSU 32/MSAD 32,Ashland District School,All Students,High School,2024,22,22,100.0%,10,12,45.5%,54.5%
RSU 32/MSAD 32,Ashland District School,All Students,High School,2025,13,13,100.0%,6,7,46.2%,53.8%
