district,district_id,school_name,school_id,year,number
RSU 14,1455,Raymond Elementary School,396,2022-2023,0
RSU 14,1455,Raymond Elementary School,396,2021-2022,0
RSU 14,1455,Raymond Elementary School,396,2020-2021,0
RSU 14,1455,Raymond Elementary School,396,2018-2019,0
RSU 14,1455,Raymond Elementary School,396,2017-2018,0
RSU 14,1455,Windham High School,511,2023-2024,1
RSU 14,1455,Windham High School,511,2022-2023,0
RSU 14,1455,Windham High School,511,2021-2022,1
RSU 14,1455,Windham High School,511,2020-2021,0
RSU 14,1455,Windham High School,511,2018-2019,0
RSU 14,1455,Windham High School,511,2017-2018,1
RSU 14,1455,Windham Middle School,513,2023-2024,2
RSU 14,1455,Windham Middle School,513,2022-2023,0
RSU 14,1455,Windham Middle School,513,2021-2022,1
RSU 14,1455,Windham Middle School,513,2020-2021,0
RSU 14,1455,Windham Middle School,513,2018-2019,0
RSU 14,1455,Windham Middle School,513,2017-2018,0
RSU 14,1455,Windham Primary School,514,2023-2024,0
RSU 14,1455,Windham Primary School,514,2022-2023,0
RSU 14,1455,Windham Primary School,514,2021-2022,0
RSU 14,1455,Windham Primary School,514,2020-2021,0
RSU 14,1455,Windham Primary School,514,2018-2019,0
RSU 14,1455,Windham Primary School,514,2017-2018,0
RSU 15/MSAD 15,635,All Schools,  ,2023-2024,0
RSU 15/MSAD 15,635,All Schools,  ,2022-2023,0
RSU 15/MSAD 15,635,All Schools,  ,2021-2022,0
RSU 15/MSAD 15,635,All Schools,  ,2020-2021,0
RSU 15/MSAD 15,635,All Schools,  ,2018-2019,0
RSU 15/MSAD 15,635,All Schools,  ,2017-2018,1
RSU 15/MSAD 15,635,Burchard A Dunn School,640,2023-2024,0
RSU 15/MSAD 15,635,Burchard A Dunn School,640,2022-2023,0
RSU 15/MSAD 15,635,Burchard A Dunn School,640,2021-2022,0
RSU 15/MSAD 15,635,Burchard A Dunn School,640,2020-2021,0
RSU 15/MSAD 15,635,Burchard A Dunn School,640,2018-2019,0
RSU 15/MSAD 15,635,Burchard A Dunn School,640,2017-2018,1
RSU 15/MSAD 15,635,Gray-New Gloucester High School,637,2023-2024,0
RSU 15/MSAD 15,635,Gray-New Gloucester High School,637,2022-2023,0
RSU 15/MSAD 15,635,Gray-New Gloucester High School,637,2021-2022,0
RSU 15/MSAD 15,635,Gray-New Gloucester High School,637,2020-2021,0
RSU 15/MSAD 15,635,Gray-New Gloucester High School,637,2018-2019,0
RSU 15/MSAD 15,635,Gray-New Gloucester High School,637,2017-2018,0
RSU 15/MSAD 15,635,Gray-New Gloucester Middle School,638,2023-2024,0
RSU 15/MSAD 15,635,Gray-New Gloucester Middle School,638,2022-2023,0
RSU 15/MSAD 15,635,Gray-New Gloucester Middle School,638,2021-2022,0
RSU 15/MSAD 15,635,Gray-New Gloucester Middle School,638,2020-2021,0
RSU 15/MSAD 15,635,Gray-New Gloucester Middle School,638,2018-2019,0
RSU 15/MSAD 15,635,Gray-New Gloucester Middle School,638,2017-2018,0
RSU 15/MSAD 15,635,Memorial School,639,2023-2024,0
RSU 15/MSAD 15,635,Memorial School,639,2022-2023,0
RSU 15/MSAD 15,635,Memorial School,639,2021-2022,0
RSU 15/MSAD 15,635,Memorial School,639,2020-2021,0
RSU 15/MSAD 15,635,Memorial School,639,2018-2019,0
RSU 15/MSAD 15,635,Memorial School,639,2017-2018,0
RSU 15/MSAD 15,635,Russell School,636,2023-2024,0
RSU 15/MSAD 15,635,Russell School,636,2022-2023,0
RSU 15/MSAD 15,635,Russell School,636,2021-2022,0
RSU 15/MSAD 15,635,Russell School,636,2020-2021,0
RSU 15/MSAD 15,635,Russell School,636,2018-2019,0
RSU 15/MSAD 15,635,Russell School,636,2017-2018,0
RSU 16,1456,All Schools,  ,2023-2024,0
RSU 16,1456,All Schools,  ,2022-2023,0
RSU 16,1456,All Schools,  ,2021-2022,0
RSU 16,1456,All Schools,  ,2020-2021,0
RSU 16,1456,All Schools,  ,2019-2020,0
RSU 16,1456,All Schools,  ,2018-2019,0
RSU 16,1456,All Schools,  ,2017-2018,0
RSU 16,1456,Bruce M Whittier Middle School,363,2023-2024,0
RSU 16,1456,Bruce M Whittier Middle School,363,2022-2023,0
RSU 16,1456,Bruce M Whittier Middle School,363,2021-2022,0
RSU 16,1456,Bruce M Whittier Middle School,363,2020-2021,0
RSU 16,1456,Bruce M Whittier Middle School,363,2019-2020,0
RSU 16,1456,Bruce M Whittier Middle School,363,2018-2019,0
RSU 16,1456,Bruce M Whittier Middle School,363,2017-2018,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2023-2024,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2022-2023,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2021-2022,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2020-2021,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2019-2020,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2018-2019,0
RSU 16,1456,Elm Street School-Mechanic Falls,292,2017-2018,0
RSU 16,1456,Minot Consolidated School,303,2023-2024,0
RSU 16,1456,Minot Consolidated School,303,2022-2023,0
RSU 16,1456,Minot Consolidated School,303,2021-2022,0
RSU 16,1456,Minot Consolidated School,303,2020-2021,0
RSU 16,1456,Minot Consolidated School,303,2019-2020,0
RSU 16,1456,Minot Consolidated School,303,2018-2019,0
RSU 16,1456,Minot Consolidated School,303,2017-2018,0
RSU 16,1456,Poland Community School,361,2023-2024,0
RSU 16,1456,Poland Community School,361,2022-2023,0
RSU 16,1456,Poland Community School,361,2021-2022,0
RSU 16,1456,Poland Community School,361,2020-2021,0
RSU 16,1456,Poland Community School,361,2019-2020,0
RSU 16,1456,Poland Community School,361,2018-2019,0
RSU 16,1456,Poland Community School,361,2017-2018,0
RSU 16,1456,Poland Regional H S,362,2023-2024,0
RSU 16,1456,Poland Regional H S,362,2022-2023,0
RSU 16,1456,Poland Regional H S,362,2021-2022,0
RSU 16,1456,Poland Regional H S,362,2020-2021,0
RSU 16,1456,Poland Regional H S,362,2019-2020,0
RSU 16,1456,Poland Regional H S,362,2018-2019,0
RSU 16,1456,Poland Regional H S,362,2017-2018,0
RSU 17/MSAD 17,646,Agnes Gray School,659,2023-2024,0
RSU 17/MSAD 17,646,Agnes Gray School,659,2022-2023,0
RSU 17/MSAD 17,646,Agnes Gray School,659,2021-2022,0
RSU 17/MSAD 17,646,Agnes Gray School,659,2020-2021,0
RSU 17/MSAD 17,646,Agnes Gray School,659,2018-2019,0
RSU 17/MSAD 17,646,Agnes Gray School,659,2017-2018,0
RSU 17/MSAD 17,646,Guy E Rowe School,650,2023-2024,0
RSU 17/MSAD 17,646,Guy E Rowe School,650,2022-2023,0
RSU 17/MSAD 17,646,Guy E Rowe School,650,2021-2022,0
RSU 17/MSAD 17,646,Guy E Rowe School,650,2020-2021,0
RSU 17/MSAD 17,646,Guy E Rowe School,650,2018-2019,0
RSU 17/MSAD 17,646,Guy E Rowe School,650,2017-2018,0
RSU 17/MSAD 17,646,Harrison Elementary,647,2023-2024,0
RSU 17/MSAD 17,646,Harrison Elementary,647,2022-2023,0
RSU 17/MSAD 17,646,Harrison Elementary,647,2021-2022,0
RSU 17/MSAD 17,646,Harrison Elementary,647,2020-2021,0
RSU 17/MSAD 17,646,Harrison Elementary,647,2018-2019,0
RSU 17/MSAD 17,646,Harrison Elementary,647,2017-2018,0
RSU 17/MSAD 17,646,Hebron Station School,649,2023-2024,0
RSU 17/MSAD 17,646,Hebron Station School,649,2022-2023,0
RSU 17/MSAD 17,646,Hebron Station School,649,2021-2022,0
RSU 17/MSAD 17,646,Hebron Station School,649,2020-2021,0
RSU 17/MSAD 17,646,Hebron Station School,649,2018-2019,0
RSU 17/MSAD 17,646,Hebron Station School,649,2017-2018,0
RSU 17/MSAD 17,646,Otisfield Community School,651,2023-2024,0
RSU 17/MSAD 17,646,Otisfield Community School,651,2022-2023,0
RSU 17/MSAD 17,646,Otisfield Community School,651,2021-2022,0
RSU 17/MSAD 17,646,Otisfield Community School,651,2020-2021,0
RSU 17/MSAD 17,646,Otisfield Community School,651,2018-2019,0
RSU 17/MSAD 17,646,Otisfield Community School,651,2017-2018,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2023-2024,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2022-2023,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2021-2022,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2020-2021,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2019-2020,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2018-2019,0
RSU 17/MSAD 17,646,Oxford Elementary School,652,2017-2018,0
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2023-2024,0
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2022-2023,0
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2021-2022,0
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2020-2021,0
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2018-2019,0
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2017-2018,0
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2023-2024,0
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2022-2023,0
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2021-2022,0
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2020-2021,0
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2018-2019,0
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2017-2018,0
RSU 17/MSAD 17,646,Paris Elementary School,660,2023-2024,0
RSU 17/MSAD 17,646,Paris Elementary School,660,2022-2023,0
RSU 17/MSAD 17,646,Paris Elementary School,660,2021-2022,0
RSU 17/MSAD 17,646,Paris Elementary School,660,2020-2021,0
RSU 17/MSAD 17,646,Paris Elementary School,660,2018-2019,0
RSU 17/MSAD 17,646,Paris Elementary School,660,2017-2018,0
RSU 17/MSAD 17,646,Waterford Memorial School,657,2023-2024,0
RSU 17/MSAD 17,646,Waterford Memorial School,657,2022-2023,0
RSU 17/MSAD 17,646,Waterford Memorial School,657,2021-2022,0
RSU 17/MSAD 17,646,Waterford Memorial School,657,2020-2021,0
RSU 17/MSAD 17,646,Waterford Memorial School,657,2018-2019,0
RSU 17/MSAD 17,646,Waterford Memorial School,657,2017-2018,0
RSU 18,1457,All Schools,  ,2023-2024,0
RSU 18,1457,All Schools,  ,2022-2023,0
RSU 18,1457,All Schools,  ,2021-2022,0
RSU 18,1457,All Schools,  ,2020-2021,0
RSU 18,1457,All Schools,  ,2019-2020,0
RSU 18,1457,All Schools,  ,2018-2019,0
RSU 18,1457,All Schools,  ,2017-2018,0
RSU 18,1457,Belgrade Central School,807,2023-2024,0
RSU 18,1457,Belgrade Central School,807,2022-2023,0
RSU 18,1457,Belgrade Central School,807,2021-2022,0
RSU 18,1457,Belgrade Central School,807,2020-2021,0
RSU 18,1457,Belgrade Central School,807,2018-2019,0
RSU 18,1457,Belgrade Central School,807,2017-2018,0
RSU 18,1457,China Middle School,135,2023-2024,0
RSU 18,1457,China Middle School,135,2022-2023,0
RSU 18,1457,China Middle School,135,2021-2022,0
RSU 18,1457,China Middle School,135,2020-2021,0
RSU 18,1457,China Middle School,135,2018-2019,0
RSU 18,1457,China Middle School,135,2017-2018,0
RSU 18,1457,China Primary School,136,2023-2024,0
RSU 18,1457,China Primary School,136,2022-2023,0
RSU 18,1457,China Primary School,136,2021-2022,0
RSU 18,1457,China Primary School,136,2020-2021,0
RSU 18,1457,China Primary School,136,2018-2019,0
RSU 18,1457,China Primary School,136,2017-2018,0
RSU 18,1457,James H Bean School,812,2023-2024,0
RSU 18,1457,James H Bean School,812,2022-2023,0
RSU 18,1457,James H Bean School,812,2021-2022,0
RSU 18,1457,James H Bean School,812,2020-2021,0
RSU 18,1457,James H Bean School,812,2018-2019,0
RSU 18,1457,James H Bean School,812,2017-2018,0
RSU 18,1457,Messalonskee High School,811,2023-2024,0
RSU 18,1457,Messalonskee High School,811,2022-2023,0
RSU 18,1457,Messalonskee High School,811,2021-2022,0
RSU 18,1457,Messalonskee High School,811,2020-2021,0
RSU 18,1457,Messalonskee High School,811,2018-2019,0
RSU 18,1457,Messalonskee High School,811,2017-2018,0
RSU 18,1457,Messalonskee Middle School,813,2023-2024,0
RSU 18,1457,Messalonskee Middle School,813,2022-2023,0
RSU 18,1457,Messalonskee Middle School,813,2021-2022,0
RSU 18,1457,Messalonskee Middle School,813,2020-2021,0
RSU 18,1457,Messalonskee Middle School,813,2018-2019,0
RSU 18,1457,Messalonskee Middle School,813,2017-2018,0
RSU 18,1457,Ralph M Atwood Primary School,808,2023-2024,0
RSU 18,1457,Ralph M Atwood Primary School,808,2022-2023,0
RSU 18,1457,Ralph M Atwood Primary School,808,2021-2022,0
RSU 18,1457,Ralph M Atwood Primary School,808,2020-2021,0
RSU 18,1457,Ralph M Atwood Primary School,808,2018-2019,0
RSU 18,1457,Ralph M Atwood Primary School,808,2017-2018,0
RSU 18,1457,Williams Elementary School,810,2023-2024,0
RSU 18,1457,Williams Elementary School,810,2022-2023,0
RSU 18,1457,Williams Elementary School,810,2021-2022,0
RSU 18,1457,Williams Elementary School,810,2020-2021,0
RSU 18,1457,Williams Elementary School,810,2018-2019,0
RSU 18,1457,Williams Elementary School,810,2017-2018,0
RSU 19,1458,All Schools,  ,2023-2024,0
RSU 19,1458,All Schools,  ,2022-2023,0
RSU 19,1458,All Schools,  ,2021-2022,0
RSU 19,1458,All Schools,  ,2020-2021,0
RSU 19,1458,All Schools,  ,2018-2019,1
RSU 19,1458,All Schools,  ,2017-2018,0
RSU 19,1458,Corinna Elementary School,815,2018-2019,0
RSU 19,1458,Corinna Elementary School,815,2017-2018,0
RSU 19,1458,Etna-Dixmont School,761,2018-2019,0
RSU 19,1458,Etna-Dixmont School,761,2017-2018,0
RSU 19,1458,Etna-Dixmont School,2044,2023-2024,0
RSU 19,1458,Etna-Dixmont School,2044,2022-2023,0
RSU 19,1458,Etna-Dixmont School,2044,2021-2022,0
RSU 19,1458,Etna-Dixmont School,2044,2020-2021,0
RSU 19,1458,Newport Elementary School,820,2018-2019,0
RSU 19,1458,Newport Elementary School,820,2017-2018,0
RSU 19,1458,Nokomis Regional High School,822,2023-2024,0
RSU 19,1458,Nokomis Regional High School,822,2022-2023,0
RSU 19,1458,Nokomis Regional High School,822,2021-2022,0
RSU 19,1458,Nokomis Regional High School,822,2020-2021,0
RSU 19,1458,Nokomis Regional High School,822,2018-2019,0
RSU 19,1458,Nokomis Regional High School,822,2017-2018,0
RSU 19,1458,Nokomis Regional Middle School,2047,2023-2024,0
RSU 19,1458,Nokomis Regional Middle School,2047,2022-2023,0
RSU 19,1458,Nokomis Regional Middle School,2047,2021-2022,0
RSU 19,1458,Nokomis Regional Middle School,2047,2020-2021,0
RSU 19,1458,Sebasticook Valley Elementary School,2045,2023-2024,0
RSU 19,1458,Sebasticook Valley Elementary School,2045,2022-2023,0
RSU 19,1458,Sebasticook Valley Elementary School,2045,2021-2022,0
RSU 19,1458,Sebasticook Valley Elementary School,2045,2020-2021,0
RSU 19,1458,Sebasticook Valley Middle School,823,2018-2019,0
RSU 19,1458,Sebasticook Valley Middle School,823,2017-2018,0
RSU 19,1458,Somerset Elementary School,2046,2023-2024,0
RSU 19,1458,Somerset Elementary School,2046,2022-2023,0
RSU 19,1458,Somerset Elementary School,2046,2021-2022,0
RSU 19,1458,Somerset Elementary School,2046,2020-2021,0
RSU 19,1458,Somerset Valley Middle School,819,2018-2019,1
RSU 19,1458,Somerset Valley Middle School,819,2017-2018,0
RSU 19,1458,St Albans Consolidated,825,2018-2019,0
RSU 19,1458,St Albans Consolidated,825,2017-2018,0
RSU 20,1459,All Schools,  ,2023-2024,0
RSU 20,1459,All Schools,  ,2022-2023,0
RSU 20,1459,All Schools,  ,2021-2022,0
RSU 20,1459,All Schools,  ,2020-2021,0
RSU 20,1459,All Schools,  ,2018-2019,0
RSU 20,1459,All Schools,  ,2017-2018,0
RSU 20,1459,Searsport District High School,885,2023-2024,0
RSU 20,1459,Searsport District High School,885,2022-2023,0
RSU 20,1459,Searsport District High School,885,2021-2022,0
RSU 20,1459,Searsport District High School,885,2020-2021,0
RSU 20,1459,Searsport District High School,885,2018-2019,0
RSU 20,1459,Searsport District High School,885,2017-2018,0
RSU 20,1459,Searsport District Middle School,884,2023-2024,0
RSU 20,1459,Searsport District Middle School,884,2022-2023,0
RSU 20,1459,Searsport District Middle School,884,2021-2022,0
RSU 20,1459,Searsport District Middle School,884,2020-2021,0
RSU 20,1459,Searsport District Middle School,884,2018-2019,0
RSU 20,1459,Searsport District Middle School,884,2017-2018,0
RSU 20,1459,Searsport Elementary,886,2023-2024,0
RSU 20,1459,Searsport Elementary,886,2022-2023,0
RSU 20,1459,Searsport Elementary,886,2021-2022,0
RSU 20,1459,Searsport Elementary,886,2020-2021,0
RSU 20,1459,Searsport Elementary,886,2018-2019,0
RSU 20,1459,Searsport Elementary,886,2017-2018,0
RSU 21,1460,All Schools,  ,2023-2024,0
RSU 21,1460,All Schools,  ,2022-2023,0
RSU 21,1460,All Schools,  ,2021-2022,0
RSU 21,1460,All Schools,  ,2020-2021,0
RSU 21,1460,All Schools,  ,2019-2020,0
RSU 21,1460,All Schools,  ,2018-2019,0
RSU 21,1460,All Schools,  ,2017-2018,0
RSU 21,1460,Kennebunk Elementary School,968,2023-2024,0
RSU 21,1460,Kennebunk Elementary School,968,2022-2023,0
RSU 21,1460,Kennebunk Elementary School,968,2021-2022,0
RSU 21,1460,Kennebunk Elementary School,968,2020-2021,0
RSU 21,1460,Kennebunk Elementary School,968,2018-2019,0
RSU 21,1460,Kennebunk Elementary School,968,2017-2018,0
RSU 21,1460,Kennebunk High School,964,2023-2024,0
RSU 21,1460,Kennebunk High School,964,2022-2023,0
RSU 21,1460,Kennebunk High School,964,2021-2022,0
RSU 21,1460,Kennebunk High School,964,2020-2021,0
RSU 21,1460,Kennebunk High School,964,2018-2019,0
RSU 21,1460,Kennebunk High School,964,2017-2018,0
RSU 21,1460,Kennebunkport Consolidated Sch,967,2023-2024,0
RSU 21,1460,Kennebunkport Consolidated Sch,967,2022-2023,0
RSU 21,1460,Kennebunkport Consolidated Sch,967,2021-2022,0
RSU 21,1460,Kennebunkport Consolidated Sch,967,2020-2021,0
RSU 21,1460,Kennebunkport Consolidated Sch,967,2018-2019,0
RSU 21,1460,Kennebunkport Consolidated Sch,967,2017-2018,0
RSU 21,1460,Middle School of the Kennebunks,966,2023-2024,0
RSU 21,1460,Middle School of the Kennebunks,966,2022-2023,0
RSU 21,1460,Middle School of the Kennebunks,966,2021-2022,0
RSU 21,1460,Middle School of the Kennebunks,966,2020-2021,0
RSU 21,1460,Middle School of the Kennebunks,966,2018-2019,0
RSU 21,1460,Middle School of the Kennebunks,966,2017-2018,0
RSU 21,1460,Mildred L Day School,13,2023-2024,0
RSU 21,1460,Mildred L Day School,13,2022-2023,0
RSU 21,1460,Mildred L Day School,13,2021-2022,0
RSU 21,1460,Mildred L Day School,13,2020-2021,0
RSU 21,1460,Mildred L Day School,13,2018-2019,0
RSU 21,1460,Mildred L Day School,13,2017-2018,0
RSU 21,1460,Sea Road School,965,2023-2024,0
RSU 21,1460,Sea Road School,965,2022-2023,0
RSU 21,1460,Sea Road School,965,2021-2022,0
RSU 21,1460,Sea Road School,965,2020-2021,0
RSU 21,1460,Sea Road School,965,2018-2019,0
RSU 21,1460,Sea Road School,965,2017-2018,0
RSU 22,1615,All Schools,  ,2023-2024,0
RSU 22,1615,All Schools,  ,2022-2023,0
RSU 22,1615,All Schools,  ,2021-2022,0
RSU 22,1615,All Schools,  ,2020-2021,0
RSU 22,1615,All Schools,  ,2018-2019,0
RSU 22,1615,All Schools,  ,2017-2018,0
RSU 22,1615,Earl C McGraw School,676,2023-2024,0
RSU 22,1615,Earl C McGraw School,676,2022-2023,0
RSU 22,1615,Earl C McGraw School,676,2021-2022,0
RSU 22,1615,Earl C McGraw School,676,2020-2021,0
RSU 22,1615,Earl C McGraw School,676,2018-2019,0
RSU 22,1615,Earl C McGraw School,676,2017-2018,0
RSU 22,1615,George B Weatherbee School,674,2023-2024,0
RSU 22,1615,George B Weatherbee School,674,2022-2023,0
RSU 22,1615,George B Weatherbee School,674,2021-2022,0
RSU 22,1615,George B Weatherbee School,674,2020-2021,0
RSU 22,1615,George B Weatherbee School,674,2018-2019,0
RSU 22,1615,George B Weatherbee School,674,2017-2018,0
RSU 22,1615,Hampden Academy,675,2023-2024,0
RSU 22,1615,Hampden Academy,675,2022-2023,0
RSU 22,1615,Hampden Academy,675,2021-2022,0
RSU 22,1615,Hampden Academy,675,2020-2021,0
RSU 22,1615,Hampden Academy,675,2018-2019,0
RSU 22,1615,Hampden Academy,675,2017-2018,0
RSU 22,1615,Leroy H Smith School,679,2023-2024,0
RSU 22,1615,Leroy H Smith School,679,2022-2023,0
RSU 22,1615,Leroy H Smith School,679,2021-2022,0
RSU 22,1615,Leroy H Smith School,679,2020-2021,0
RSU 22,1615,Leroy H Smith School,679,2018-2019,0
RSU 22,1615,Leroy H Smith School,679,2017-2018,0
RSU 22,1615,Newburgh Elementary School,678,2023-2024,0
RSU 22,1615,Newburgh Elementary School,678,2022-2023,0
RSU 22,1615,Newburgh Elementary School,678,2021-2022,0
RSU 22,1615,Newburgh Elementary School,678,2020-2021,0
RSU 22,1615,Reeds Brook Middle School,677,2023-2024,0
RSU 22,1615,Reeds Brook Middle School,677,2022-2023,0
RSU 22,1615,Reeds Brook Middle School,677,2021-2022,0
RSU 22,1615,Reeds Brook Middle School,677,2020-2021,0
RSU 22,1615,Reeds Brook Middle School,677,2018-2019,0
RSU 22,1615,Reeds Brook Middle School,677,2017-2018,0
RSU 22,1615,Samuel L Wagner Middle School,680,2023-2024,0
RSU 22,1615,Samuel L Wagner Middle School,680,2022-2023,0
RSU 22,1615,Samuel L Wagner Middle School,680,2021-2022,0
RSU 22,1615,Samuel L Wagner Middle School,680,2020-2021,0
RSU 22,1615,Samuel L Wagner Middle School,680,2018-2019,0
RSU 22,1615,Samuel L Wagner Middle School,680,2017-2018,0
RSU 23,1461,All Schools,  ,2023-2024,6
RSU 23,1461,All Schools,  ,2022-2023,1
RSU 23,1461,All Schools,  ,2021-2022,1
RSU 23,1461,All Schools,  ,2020-2021,0
RSU 23,1461,All Schools,  ,2018-2019,0
RSU 23,1461,All Schools,  ,2017-2018,0
RSU 23,1461,Jameson Elementary School,323,2023-2024,0
RSU 23,1461,Jameson Elementary School,323,2022-2023,0
RSU 23,1461,Jameson Elementary School,323,2021-2022,0
RSU 23,1461,Jameson Elementary School,323,2020-2021,0
RSU 23,1461,Jameson Elementary School,323,2018-2019,0
RSU 23,1461,Jameson Elementary School,323,2017-2018,0
RSU 23,1461,Loranger Memorial School,324,2023-2024,3
RSU 23,1461,Loranger Memorial School,324,2022-2023,1
RSU 23,1461,Loranger Memorial School,324,2021-2022,1
RSU 23,1461,Loranger Memorial School,324,2020-2021,0
RSU 23,1461,Loranger Memorial School,324,2018-2019,0
RSU 23,1461,Loranger Memorial School,324,2017-2018,0
RSU 23,1461,Old Orchard Beach High School,325,2023-2024,3
RSU 23,1461,Old Orchard Beach High School,325,2022-2023,0
RSU 23,1461,Old Orchard Beach High School,325,2021-2022,0
RSU 23,1461,Old Orchard Beach High School,325,2020-2021,0
RSU 23,1461,Old Orchard Beach High School,325,2018-2019,0
RSU 23,1461,Old Orchard Beach High School,325,2017-2018,0
RSU 24,1462,All Schools,  ,2023-2024,0
RSU 24,1462,All Schools,  ,2022-2023,0
RSU 24,1462,All Schools,  ,2021-2022,0
RSU 24,1462,All Schools,  ,2020-2021,0
RSU 24,1462,All Schools,  ,2019-2020,0
RSU 24,1462,All Schools,  ,2018-2019,0
RSU 24,1462,All Schools,  ,2017-2018,0
RSU 24,1462,Cave Hill Sch,2136,2023-2024,0
RSU 24,1462,Cave Hill Sch,2136,2022-2023,0
RSU 24,1462,Cave Hill School,695,2021-2022,0
RSU 24,1462,Cave Hill School,695,2020-2021,0
RSU 24,1462,Cave Hill School,695,2018-2019,0
RSU 24,1462,Cave Hill School,695,2017-2018,0
RSU 24,1462,Ella Lewis Sch,2137,2023-2024,0
RSU 24,1462,Ella Lewis Sch,2137,2022-2023,0
RSU 24,1462,Ella Lewis School,459,2021-2022,0
RSU 24,1462,Ella Lewis School,459,2020-2021,0
RSU 24,1462,Ella Lewis School,459,2018-2019,0
RSU 24,1462,Ella Lewis School,459,2017-2018,0
RSU 24,1462,Mountain View Sch,2139,2023-2024,0
RSU 24,1462,Mountain View Sch,2139,2022-2023,0
RSU 24,1462,Mountain View School,1046,2021-2022,0
RSU 24,1462,Mountain View School,1046,2020-2021,0
RSU 24,1462,Mountain View School,1046,2018-2019,0
RSU 24,1462,Mountain View School,1046,2017-2018,0
RSU 24,1462,Peninsula Sch,2140,2023-2024,0
RSU 24,1462,Peninsula Sch,2140,2022-2023,0
RSU 24,1462,Peninsula School,1353,2021-2022,0
RSU 24,1462,Peninsula School,1353,2020-2021,0
RSU 24,1462,Peninsula School,1353,2018-2019,0
RSU 24,1462,Peninsula School,1353,2017-2018,0
RSU 24,1462,Sumner Memorial High School,1035,2023-2024,0
RSU 24,1462,Sumner Memorial High School,1035,2022-2023,0
RSU 24,1462,Sumner Memorial High School,1035,2021-2022,0
RSU 24,1462,Sumner Memorial High School,1035,2020-2021,0
RSU 24,1462,Sumner Memorial High School,1035,2018-2019,0
RSU 24,1462,Sumner Memorial High School,1035,2017-2018,0
RSU 24,1462,Sumner Middle Sch,2144,2023-2024,0
RSU 24,1462,Sumner Middle Sch,2144,2022-2023,0
RSU 25,1464,All Schools,  ,2023-2024,0
RSU 25,1464,All Schools,  ,2022-2023,0
RSU 25,1464,All Schools,  ,2021-2022,0
RSU 25,1464,All Schools,  ,2020-2021,0
RSU 25,1464,All Schools,  ,2018-2019,0
RSU 25,1464,All Schools,  ,2017-2018,0
RSU 25,1464,Bucksport High School,105,2023-2024,0
RSU 25,1464,Bucksport High School,105,2022-2023,0
RSU 25,1464,Bucksport High School,105,2021-2022,0
RSU 25,1464,Bucksport High School,105,2020-2021,0
RSU 25,1464,Bucksport High School,105,2018-2019,0
RSU 25,1464,Bucksport High School,105,2017-2018,0
RSU 25,1464,Bucksport Middle School,107,2023-2024,0
RSU 25,1464,Bucksport Middle School,107,2022-2023,0
RSU 25,1464,Bucksport Middle School,107,2021-2022,0
RSU 25,1464,Bucksport Middle School,107,2020-2021,0
RSU 25,1464,Bucksport Middle School,107,2018-2019,0
RSU 25,1464,Bucksport Middle School,107,2017-2018,0
RSU 25,1464,G Herbert Jewett School,103,2023-2024,0
RSU 25,1464,G Herbert Jewett School,103,2022-2023,0
RSU 25,1464,G Herbert Jewett School,103,2021-2022,0
RSU 25,1464,G Herbert Jewett School,103,2020-2021,0
RSU 25,1464,G Herbert Jewett School,103,2018-2019,0
RSU 25,1464,G Herbert Jewett School,103,2017-2018,0
RSU 25,1464,Miles Lane School,106,2023-2024,0
RSU 25,1464,Miles Lane School,106,2022-2023,0
RSU 25,1464,Miles Lane School,106,2021-2022,0
RSU 25,1464,Miles Lane School,106,2020-2021,0
RSU 25,1464,Miles Lane School,106,2018-2019,0
RSU 25,1464,Miles Lane School,106,2017-2018,0
RSU 26,1465,All Schools,  ,2023-2024,1
RSU 26,1465,All Schools,  ,2022-2023,1
RSU 26,1465,All Schools,  ,2021-2022,0
RSU 26,1465,All Schools,  ,2020-2021,0
RSU 26,1465,All Schools,  ,2018-2019,1
RSU 26,1465,All Schools,  ,2017-2018,0
