district,district_id,school_name,school_id,year,number
RSU 73,1498,Spruce Mountain High School,1652,2022-2023,0
RSU 73,1498,Spruce Mountain High School,1652,2021-2022,0
RSU 73,1498,Spruce Mountain High School,1652,2020-2021,0
RSU 73,1498,Spruce Mountain High School,1652,2018-2019,0
RSU 73,1498,Spruce Mountain High School,1652,2017-2018,0
RSU 73,1498,Spruce Mountain Middle School,1499,2023-2024,0
RSU 73,1498,Spruce Mountain Middle School,1499,2022-2023,0
RSU 73,1498,Spruce Mountain Middle School,1499,2021-2022,0
RSU 73,1498,Spruce Mountain Middle School,1499,2020-2021,0
RSU 73,1498,Spruce Mountain Middle School,1499,2018-2019,0
RSU 73,1498,Spruce Mountain Middle School,1499,2017-2018,0
RSU 73,1498,Spruce Mountain Primary School,1760,2023-2024,0
RSU 73,1498,Spruce Mountain Primary School,1760,2022-2023,0
RSU 73,1498,Spruce Mountain Primary School,1760,2021-2022,0
RSU 73,1498,Spruce Mountain Primary School,1760,2020-2021,0
RSU 73,1498,Spruce Mountain Primary School,1760,2018-2019,0
RSU 73,1498,Spruce Mountain Primary School,1760,2017-2018,0
RSU 74/MSAD 74,976,All Schools,  ,2023-2024,0
RSU 74/MSAD 74,976,All Schools,  ,2022-2023,0
RSU 74/MSAD 74,976,All Schools,  ,2021-2022,0
RSU 74/MSAD 74,976,All Schools,  ,2020-2021,0
RSU 74/MSAD 74,976,All Schools,  ,2018-2019,0
RSU 74/MSAD 74,976,All Schools,  ,2017-2018,0
RSU 74/MSAD 74,976,Carrabec Community School,983,2023-2024,0
RSU 74/MSAD 74,976,Carrabec Community School,983,2022-2023,0
RSU 74/MSAD 74,976,Carrabec Community School,983,2021-2022,0
RSU 74/MSAD 74,976,Carrabec Community School,983,2020-2021,0
RSU 74/MSAD 74,976,Carrabec Community School,983,2018-2019,0
RSU 74/MSAD 74,976,Carrabec Community School,983,2017-2018,0
RSU 74/MSAD 74,976,Carrabec High School,979,2023-2024,0
RSU 74/MSAD 74,976,Carrabec High School,979,2022-2023,0
RSU 74/MSAD 74,976,Carrabec High School,979,2021-2022,0
RSU 74/MSAD 74,976,Carrabec High School,979,2020-2021,0
RSU 74/MSAD 74,976,Carrabec High School,979,2018-2019,0
RSU 74/MSAD 74,976,Carrabec High School,979,2017-2018,0
RSU 74/MSAD 74,976,Garret Schenck School,978,2023-2024,0
RSU 74/MSAD 74,976,Garret Schenck School,978,2022-2023,0
RSU 74/MSAD 74,976,Garret Schenck School,978,2021-2022,0
RSU 74/MSAD 74,976,Garret Schenck School,978,2020-2021,0
RSU 74/MSAD 74,976,Garret Schenck School,978,2018-2019,0
RSU 74/MSAD 74,976,Garret Schenck School,978,2017-2018,0
RSU 74/MSAD 74,976,Solon Elementary School,982,2023-2024,0
RSU 74/MSAD 74,976,Solon Elementary School,982,2022-2023,0
RSU 74/MSAD 74,976,Solon Elementary School,982,2021-2022,0
RSU 74/MSAD 74,976,Solon Elementary School,982,2020-2021,0
RSU 74/MSAD 74,976,Solon Elementary School,982,2018-2019,0
RSU 74/MSAD 74,976,Solon Elementary School,982,2017-2018,0
RSU 75/MSAD 75,984,All Schools,  ,2023-2024,0
RSU 75/MSAD 75,984,All Schools,  ,2022-2023,0
RSU 75/MSAD 75,984,All Schools,  ,2021-2022,0
RSU 75/MSAD 75,984,All Schools,  ,2020-2021,0
RSU 75/MSAD 75,984,All Schools,  ,2018-2019,0
RSU 75/MSAD 75,984,All Schools,  ,2017-2018,0
RSU 75/MSAD 75,984,Bowdoin Central School,986,2023-2024,0
RSU 75/MSAD 75,984,Bowdoin Central School,986,2022-2023,0
RSU 75/MSAD 75,984,Bowdoin Central School,986,2021-2022,0
RSU 75/MSAD 75,984,Bowdoin Central School,986,2020-2021,0
RSU 75/MSAD 75,984,Bowdoin Central School,986,2018-2019,0
RSU 75/MSAD 75,984,Bowdoin Central School,986,2017-2018,0
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2023-2024,0
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2022-2023,0
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2021-2022,0
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2020-2021,0
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2018-2019,0
RSU 75/MSAD 75,984,Bowdoinham Community School,987,2017-2018,0
RSU 75/MSAD 75,984,Harpswell Community School,989,2023-2024,0
RSU 75/MSAD 75,984,Harpswell Community School,989,2022-2023,0
RSU 75/MSAD 75,984,Harpswell Community School,989,2021-2022,0
RSU 75/MSAD 75,984,Harpswell Community School,989,2020-2021,0
RSU 75/MSAD 75,984,Harpswell Community School,989,2018-2019,0
RSU 75/MSAD 75,984,Harpswell Community School,989,2017-2018,0
RSU 75/MSAD 75,984,Mt Ararat High School,991,2023-2024,0
RSU 75/MSAD 75,984,Mt Ararat High School,991,2022-2023,0
RSU 75/MSAD 75,984,Mt Ararat High School,991,2021-2022,0
RSU 75/MSAD 75,984,Mt Ararat High School,991,2020-2021,0
RSU 75/MSAD 75,984,Mt Ararat High School,991,2018-2019,0
RSU 75/MSAD 75,984,Mt Ararat High School,991,2017-2018,0
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2023-2024,0
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2022-2023,0
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2021-2022,0
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2020-2021,0
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2018-2019,0
RSU 75/MSAD 75,984,Mt Ararat Middle School,993,2017-2018,0
RSU 75/MSAD 75,984,Williams-Cone School,990,2023-2024,0
RSU 75/MSAD 75,984,Williams-Cone School,990,2022-2023,0
RSU 75/MSAD 75,984,Williams-Cone School,990,2021-2022,0
RSU 75/MSAD 75,984,Williams-Cone School,990,2020-2021,0
RSU 75/MSAD 75,984,Williams-Cone School,990,2018-2019,0
RSU 75/MSAD 75,984,Williams-Cone School,990,2017-2018,0
RSU 75/MSAD 75,984,Woodside Elementary School,992,2023-2024,0
RSU 75/MSAD 75,984,Woodside Elementary School,992,2022-2023,0
RSU 75/MSAD 75,984,Woodside Elementary School,992,2021-2022,0
RSU 75/MSAD 75,984,Woodside Elementary School,992,2020-2021,0
RSU 75/MSAD 75,984,Woodside Elementary School,992,2018-2019,0
RSU 75/MSAD 75,984,Woodside Elementary School,992,2017-2018,0
RSU 78,1480,All Schools,  ,2023-2024,0
RSU 78,1480,All Schools,  ,2022-2023,0
RSU 78,1480,All Schools,  ,2021-2022,0
RSU 78,1480,All Schools,  ,2020-2021,0
RSU 78,1480,All Schools,  ,2018-2019,0
RSU 78,1480,All Schools,  ,2017-2018,0
RSU 78,1480,Rangeley Lakes Regional School,392,2023-2024,0
RSU 78,1480,Rangeley Lakes Regional School,392,2022-2023,0
RSU 78,1480,Rangeley Lakes Regional School,392,2021-2022,0
RSU 78,1480,Rangeley Lakes Regional School,392,2020-2021,0
RSU 78,1480,Rangeley Lakes Regional School,392,2018-2019,0
RSU 78,1480,Rangeley Lakes Regional School,392,2017-2018,0
RSU 79/MSAD 01,551,All Schools,  ,2023-2024,0
RSU 79/MSAD 01,551,All Schools,  ,2022-2023,0
RSU 79/MSAD 01,551,All Schools,  ,2021-2022,0
RSU 79/MSAD 01,551,All Schools,  ,2020-2021,0
RSU 79/MSAD 01,551,All Schools,  ,2018-2019,0
RSU 79/MSAD 01,551,All Schools,  ,2017-2018,0
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2023-2024,0
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2022-2023,0
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2021-2022,0
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2020-2021,0
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2018-2019,0
RSU 79/MSAD 01,551,Eva Hoyt Zippel School,554,2017-2018,0
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2023-2024,0
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2022-2023,0
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2021-2022,0
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2020-2021,0
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2018-2019,0
RSU 79/MSAD 01,551,Mapleton Elementary School,552,2017-2018,0
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2023-2024,0
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2022-2023,0
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2021-2022,0
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2020-2021,0
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2018-2019,0
RSU 79/MSAD 01,551,Pine Street Elementary School,553,2017-2018,0
RSU 79/MSAD 01,551,Presque Isle High School,557,2023-2024,0
RSU 79/MSAD 01,551,Presque Isle High School,557,2022-2023,0
RSU 79/MSAD 01,551,Presque Isle High School,557,2021-2022,0
RSU 79/MSAD 01,551,Presque Isle High School,557,2020-2021,0
RSU 79/MSAD 01,551,Presque Isle High School,557,2018-2019,0
RSU 79/MSAD 01,551,Presque Isle High School,557,2017-2018,0
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2023-2024,0
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2022-2023,0
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2021-2022,0
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2020-2021,0
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2018-2019,0
RSU 79/MSAD 01,551,Presque Isle Middle School,556,2017-2018,0
RSU 80/MSAD 04,570,All Schools,  ,2023-2024,0
RSU 80/MSAD 04,570,All Schools,  ,2022-2023,0
RSU 80/MSAD 04,570,All Schools,  ,2021-2022,0
RSU 80/MSAD 04,570,All Schools,  ,2020-2021,0
RSU 80/MSAD 04,570,All Schools,  ,2018-2019,0
RSU 80/MSAD 04,570,All Schools,  ,2017-2018,0
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2023-2024,0
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2022-2023,0
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2021-2022,0
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2020-2021,0
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2018-2019,0
RSU 80/MSAD 04,570,Piscataquis Community Elementary,1977,2017-2018,0
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,1978,2018-2019,0
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,1978,2017-2018,0
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2023-2024,0
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2022-2023,0
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2021-2022,0
RSU 80/MSAD 04,570,Piscataquis Community Secondary School,2098,2020-2021,0
RSU 82/MSAD 12,626,All Schools,  ,2023-2024,0
RSU 82/MSAD 12,626,All Schools,  ,2022-2023,0
RSU 82/MSAD 12,626,All Schools,  ,2021-2022,0
RSU 82/MSAD 12,626,All Schools,  ,2020-2021,0
RSU 82/MSAD 12,626,All Schools,  ,2018-2019,0
RSU 82/MSAD 12,626,All Schools,  ,2017-2018,0
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2023-2024,0
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2022-2023,0
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2021-2022,0
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2020-2021,0
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2018-2019,0
RSU 82/MSAD 12,626,Forest Hills Consolidated School,627,2017-2018,0
RSU 83/MSAD 13,628,All Schools,  ,2023-2024,0
RSU 83/MSAD 13,628,All Schools,  ,2022-2023,0
RSU 83/MSAD 13,628,All Schools,  ,2021-2022,0
RSU 83/MSAD 13,628,All Schools,  ,2020-2021,0
RSU 83/MSAD 13,628,All Schools,  ,2018-2019,0
RSU 83/MSAD 13,628,All Schools,  ,2017-2018,0
RSU 83/MSAD 13,628,Moscow Elementary,1973,2023-2024,0
RSU 83/MSAD 13,628,Moscow Elementary,1973,2022-2023,0
RSU 83/MSAD 13,628,Moscow Elementary,1973,2021-2022,0
RSU 83/MSAD 13,628,Moscow Elementary,1973,2020-2021,0
RSU 83/MSAD 13,628,Moscow Elementary,1973,2018-2019,0
RSU 83/MSAD 13,628,Moscow Elementary,1973,2017-2018,0
RSU 83/MSAD 13,628,Quimby Middle School,629,2018-2019,0
RSU 83/MSAD 13,628,Quimby Middle School,629,2017-2018,0
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2023-2024,0
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2022-2023,0
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2021-2022,0
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2020-2021,0
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2018-2019,0
RSU 83/MSAD 13,628,Upper Kennebec Valley Middle/Senior High School,1974,2017-2018,0
RSU 84/MSAD 14,633,All Schools,  ,2023-2024,0
RSU 84/MSAD 14,633,All Schools,  ,2022-2023,0
RSU 84/MSAD 14,633,All Schools,  ,2021-2022,0
RSU 84/MSAD 14,633,All Schools,  ,2020-2021,0
RSU 84/MSAD 14,633,All Schools,  ,2019-2020,0
RSU 84/MSAD 14,633,All Schools,  ,2018-2019,0
RSU 84/MSAD 14,633,All Schools,  ,2017-2018,0
RSU 84/MSAD 14,633,East Grand School,634,2023-2024,0
RSU 84/MSAD 14,633,East Grand School,634,2022-2023,0
RSU 84/MSAD 14,633,East Grand School,634,2021-2022,0
RSU 84/MSAD 14,633,East Grand School,634,2020-2021,0
RSU 84/MSAD 14,633,East Grand School,634,2019-2020,0
RSU 84/MSAD 14,633,East Grand School,634,2018-2019,0
RSU 84/MSAD 14,633,East Grand School,634,2017-2018,0
RSU 85/MSAD 19,662,All Schools,  ,2023-2024,0
RSU 85/MSAD 19,662,All Schools,  ,2022-2023,0
RSU 85/MSAD 19,662,All Schools,  ,2021-2022,0
RSU 85/MSAD 19,662,All Schools,  ,2020-2021,0
RSU 85/MSAD 19,662,All Schools,  ,2018-2019,0
RSU 85/MSAD 19,662,All Schools,  ,2017-2018,0
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2023-2024,0
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2022-2023,0
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2021-2022,0
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2020-2021,0
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2018-2019,0
RSU 85/MSAD 19,662,Lubec Consolidated School,663,2017-2018,0
RSU 86/MSAD 20,664,All Schools,  ,2023-2024,0
RSU 86/MSAD 20,664,All Schools,  ,2022-2023,0
RSU 86/MSAD 20,664,All Schools,  ,2021-2022,0
RSU 86/MSAD 20,664,All Schools,  ,2020-2021,0
RSU 86/MSAD 20,664,All Schools,  ,2019-2020,0
RSU 86/MSAD 20,664,All Schools,  ,2018-2019,0
RSU 86/MSAD 20,664,All Schools,  ,2017-2018,2
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2023-2024,0
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2022-2023,0
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2021-2022,0
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2020-2021,0
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2018-2019,0
RSU 86/MSAD 20,664,Fort Fairfield Elementary School,666,2017-2018,2
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2023-2024,0
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2022-2023,0
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2021-2022,0
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2020-2021,0
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2018-2019,0
RSU 86/MSAD 20,664,Fort Fairfield Middle/High School,665,2017-2018,0
RSU 87/MSAD 23,681,All Schools,  ,2023-2024,0
RSU 87/MSAD 23,681,All Schools,  ,2022-2023,0
RSU 87/MSAD 23,681,All Schools,  ,2021-2022,0
RSU 87/MSAD 23,681,All Schools,  ,2020-2021,0
RSU 87/MSAD 23,681,All Schools,  ,2018-2019,0
RSU 87/MSAD 23,681,All Schools,  ,2017-2018,0
RSU 87/MSAD 23,681,Caravel Middle School,683,2023-2024,0
RSU 87/MSAD 23,681,Caravel Middle School,683,2022-2023,0
RSU 87/MSAD 23,681,Caravel Middle School,683,2021-2022,0
RSU 87/MSAD 23,681,Caravel Middle School,683,2020-2021,0
RSU 87/MSAD 23,681,Caravel Middle School,683,2018-2019,0
RSU 87/MSAD 23,681,Caravel Middle School,683,2017-2018,0
RSU 87/MSAD 23,681,Carmel Elementary School,682,2023-2024,0
RSU 87/MSAD 23,681,Carmel Elementary School,682,2022-2023,0
RSU 87/MSAD 23,681,Carmel Elementary School,682,2021-2022,0
RSU 87/MSAD 23,681,Carmel Elementary School,682,2020-2021,0
RSU 87/MSAD 23,681,Carmel Elementary School,682,2018-2019,0
RSU 87/MSAD 23,681,Carmel Elementary School,682,2017-2018,0
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2023-2024,0
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2022-2023,0
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2021-2022,0
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2020-2021,0
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2018-2019,0
RSU 87/MSAD 23,681,Suzanne M Smith Elementary School,684,2017-2018,0
RSU 88/MSAD 24,685,All Schools,  ,2023-2024,0
RSU 88/MSAD 24,685,All Schools,  ,2022-2023,0
RSU 88/MSAD 24,685,All Schools,  ,2021-2022,0
RSU 88/MSAD 24,685,All Schools,  ,2020-2021,0
RSU 88/MSAD 24,685,All Schools,  ,2018-2019,0
RSU 88/MSAD 24,685,All Schools,  ,2017-2018,0
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2023-2024,0
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2022-2023,0
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2021-2022,0
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2020-2021,0
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2018-2019,0
RSU 88/MSAD 24,685,Van Buren District Secondary Sch,686,2017-2018,0
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2023-2024,0
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2022-2023,0
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2021-2022,0
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2020-2021,0
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2018-2019,0
RSU 88/MSAD 24,685,Van Buren Elementary School,689,2017-2018,0
RSU 89,1997,All Schools,  ,2023-2024,0
RSU 89,1997,All Schools,  ,2022-2023,0
RSU 89,1997,All Schools,  ,2021-2022,0
RSU 89,1997,All Schools,  ,2020-2021,0
RSU 89,1997,All Schools,  ,2018-2019,0
RSU 89,1997,Katahdin Elementary School,692,2023-2024,0
RSU 89,1997,Katahdin Elementary School,692,2022-2023,0
RSU 89,1997,Katahdin Elementary School,692,2021-2022,0
RSU 89,1997,Katahdin Elementary School,692,2020-2021,0
RSU 89,1997,Katahdin Elementary School,692,2018-2019,0
RSU 89,1997,Katahdin Middle/High School,693,2023-2024,0
RSU 89,1997,Katahdin Middle/High School,693,2022-2023,0
RSU 89,1997,Katahdin Middle/High School,693,2021-2022,0
RSU 89,1997,Katahdin Middle/High School,693,2020-2021,0
RSU 89,1997,Katahdin Middle/High School,693,2018-2019,0
Saco Public Schools,1662,All Schools,  ,2023-2024,7
Saco Public Schools,1662,All Schools,  ,2022-2023,0
Saco Public Schools,1662,All Schools,  ,2021-2022,4
Saco Public Schools,1662,All Schools,  ,2020-2021,0
Saco Public Schools,1662,All Schools,  ,2018-2019,0
Saco Public Schools,1662,All Schools,  ,2017-2018,0
Saco Public Schools,1662,C K Burns School,412,2023-2024,4
Saco Public Schools,1662,C K Burns School,412,2022-2023,0
Saco Public Schools,1662,C K Burns School,412,2021-2022,3
Saco Public Schools,1662,C K Burns School,412,2020-2021,0
Saco Public Schools,1662,C K Burns School,412,2018-2019,0
Saco Public Schools,1662,C K Burns School,412,2017-2018,0
Saco Public Schools,1662,Governor John Fairfield School,411,2023-2024,0
Saco Public Schools,1662,Governor John Fairfield School,411,2022-2023,0
Saco Public Schools,1662,Governor John Fairfield School,411,2021-2022,0
Saco Public Schools,1662,Governor John Fairfield School,411,2020-2021,0
Saco Public Schools,1662,Governor John Fairfield School,411,2018-2019,0
Saco Public Schools,1662,Governor John Fairfield School,411,2017-2018,0
Saco Public Schools,1662,Saco Middle School,413,2023-2024,3
Saco Public Schools,1662,Saco Middle School,413,2022-2023,1
Saco Public Schools,1662,Saco Middle School,413,2021-2022,1
Saco Public Schools,1662,Saco Middle School,413,2020-2021,0
Saco Public Schools,1662,Saco Middle School,413,2018-2019,0
Saco Public Schools,1662,Saco Middle School,413,2017-2018,0
Saco Public Schools,1662,Saco Pre-K,2063,2023-2024,0
Saco Public Schools,1662,Saco Pre-K,2063,2022-2023,0
Saco Public Schools,1662,Saco Pre-K,2063,2021-2022,0
Saco Public Schools,1662,Saco Pre-K,2063,2020-2021,0
Saco Public Schools,1662,Young School,410,2023-2024,0
Saco Public Schools,1662,Young School,410,2022-2023,0
Saco Public Schools,1662,Young School,410,2021-2022,0
Saco Public Schools,1662,Young School,410,2020-2021,0
Saco Public Schools,1662,Young School,410,2018-2019,0
Saco Public Schools,1662,Young School,410,2017-2018,0
Sanford Public Schools,416,All Schools,  ,2023-2024,8
Sanford Public Schools,416,All Schools,  ,2022-2023,14
Sanford Public Schools,416,All Schools,  ,2021-2022,2
Sanford Public Schools,416,All Schools,  ,2020-2021,0
Sanford Public Schools,416,All Schools,  ,2019-2020,0
Sanford Public Schools,416,All Schools,  ,2018-2019,0
Sanford Public Schools,416,All Schools,  ,2017-2018,0
Sanford Public Schools,416,Carl J Lamb School,425,2023-2024,1
Sanford Public Schools,416,Carl J Lamb School,425,2022-2023,0
Sanford Public Schools,416,Carl J Lamb School,425,2021-2022,0
Sanford Public Schools,416,Carl J Lamb School,425,2020-2021,0
Sanford Public Schools,416,Carl J Lamb School,425,2019-2020,0
Sanford Public Schools,416,Carl J Lamb School,425,2018-2019,0
Sanford Public Schools,416,Carl J Lamb School,425,2017-2018,0
Sanford Public Schools,416,Lafayette School,419,2019-2020,0
Sanford Public Schools,416,Lafayette School,419,2018-2019,0
Sanford Public Schools,416,Lafayette School,419,2017-2018,0
Sanford Public Schools,416,Margaret Chase Smith,2083,2023-2024,0
Sanford Public Schools,416,Margaret Chase Smith,2083,2022-2023,4
Sanford Public Schools,416,Margaret Chase Smith,2083,2021-2022,0
Sanford Public Schools,416,Margaret Chase Smith,2083,2020-2021,0
Sanford Public Schools,416,Margaret Chase Smith Sch -Sanford,424,2018-2019,0
Sanford Public Schools,416,Margaret Chase Smith Sch -Sanford,424,2017-2018,0
Sanford Public Schools,416,Sanford High School,423,2023-2024,2
Sanford Public Schools,416,Sanford High School,423,2022-2023,1
Sanford Public Schools,416,Sanford High School,423,2021-2022,1
Sanford Public Schools,416,Sanford High School,423,2020-2021,0
Sanford Public Schools,416,Sanford High School,423,2019-2020,0
Sanford Public Schools,416,Sanford High School,423,2018-2019,0
Sanford Public Schools,416,Sanford High School,423,2017-2018,0
Sanford Public Schools,416,Sanford Jr High School,422,2019-2020,0
Sanford Public Schools,416,Sanford Jr High School,422,2018-2019,0
